ticker,cik,accession,formType,filingDate,status
MRVL,0001835632,0001193125-26-032861,8-K/A,2026-02-02,MISSING
MRVL,0001835632,0001193125-25-113881,8-K,2025-05-06,MISSING
MSM,0001003078,0001003078-26-000055,8-K,2026-03-19,MISSING
MSM,0001003078,0001003078-26-000050,8-K,2026-03-02,MISSING
MSM,0001003078,0001003078-26-000017,8-K,2026-01-21,MISSING
MSM,0001003078,0001003078-26-000012,10-Q,2026-01-07,MISSING
MSM,0001003078,0001003078-26-000010,8-K,2026-01-07,MISSING
MSM,0001003078,0001003078-26-000006,8-K,2026-01-05,MISSING
MSM,0001003078,0001003078-26-000004,8-K/A,2026-01-05,MISSING
MSTR,0001050446,0001193125-26-118810,8-K,2026-03-23,MISSING
MSTR,0001050446,0001193125-26-118584,8-K,2026-03-23,MISSING
MSTR,0001050446,0001193125-26-107263,8-K,2026-03-16,MISSING
MSTR,0001050446,0001193125-26-097598,8-K,2026-03-09,MISSING
MSTR,0001050446,0001193125-26-084264,8-K,2026-03-02,MISSING
MSTR,0001050446,0001193125-26-062489,8-K,2026-02-23,MISSING
MSTR,0001050446,0001050446-26-000020,10-K,2026-02-19,MISSING
MSTR,0001050446,0001193125-26-053105,8-K,2026-02-17,MISSING
MSTR,0001050446,0001193125-26-041944,8-K,2026-02-09,MISSING
MSTR,0001050446,0001050446-26-000012,8-K,2026-02-05,MISSING
MSTR,0001050446,0001193125-26-033573,8-K,2026-02-02,MISSING
MSTR,0001050446,0001193125-26-032731,8-K,2026-02-02,MISSING
MSTR,0001050446,0001193125-26-021726,8-K,2026-01-26,MISSING
MSTR,0001050446,0001193125-26-016002,8-K,2026-01-20,MISSING
MSTR,0001050446,0001193125-26-009811,8-K,2026-01-12,MISSING
MSTR,0001050446,0001193125-26-001550,8-K,2026-01-05,MISSING
MSTR,0001050446,0001193125-26-000264,8-K,2026-01-02,MISSING
MSTR,0001050446,0001193125-25-332296,8-K,2025-12-29,MISSING
MSTR,0001050446,0001193125-25-327598,8-K,2025-12-22,MISSING
MSTR,0001050446,0001193125-25-303157,8-K,2025-12-01,MISSING
MSTR,0001050446,0001193125-25-271105,8-K,2025-11-07,MISSING
MSTR,0001050446,0001193125-25-263914,8-K,2025-11-04,MISSING
MSTR,0001050446,0001193125-25-262819,8-K,2025-11-03,MISSING
MSTR,0001050446,0001193125-25-262568,10-Q,2025-11-03,MISSING
MSTR,0001050446,0001193125-25-261714,8-K,2025-11-03,MISSING
MSTR,0001050446,0001193125-24-260452,8-K,2024-11-18,MISSING
MSTR,0001050446,0001193125-24-255184,8-K,2024-11-12,MISSING
MSTR,0001050446,0000950170-24-091778,10-Q,2024-08-06,MISSING
MTCH,0000891103,0000891103-26-000032,8-K,2026-03-05,MISSING
MTCH,0000891103,0000891103-26-000025,10-K,2026-02-26,MISSING
MTCH,0000891103,0000891103-26-000022,8-K,2026-02-17,MISSING
MTCH,0000891103,0000891103-26-000020,8-K,2026-02-03,MISSING
MTCH,0000891103,0000891103-25-000180,10-Q,2025-11-05,MISSING
MTCH,0000891103,0000891103-25-000179,8-K,2025-11-04,MISSING
MTD,0001037646,0001037646-26-000011,10-K,2026-02-06,MISSING
MTD,0001037646,0001037646-26-000008,8-K,2026-02-05,MISSING
MTD,0001037646,0001037646-26-000005,8-K,2026-01-20,MISSING
MTD,0001037646,0001037646-25-000058,10-Q,2025-11-07,MISSING
MTD,0001037646,0001037646-25-000056,8-K,2025-11-06,MISSING
MTDR,0001520006,0001104659-26-024110,8-K,2026-03-05,MISSING
MTDR,0001520006,0001104659-26-020877,8-K,2026-02-27,MISSING
MTDR,0001520006,0001104659-26-020093,8-K,2026-02-26,MISSING
MTDR,0001520006,0001520006-26-000002,10-K,2026-02-26,MISSING
MTDR,0001520006,0001628280-26-011137,8-K,2026-02-24,MISSING
MTDR,0001520006,0001628280-26-008582,8-K,2026-02-17,MISSING
MTDR,0001520006,0001628280-26-003190,8-K,2026-01-23,MISSING
MTH,0000833079,0000833079-26-000092,8-K,2026-03-26,MISSING
MTH,0000833079,0000833079-26-000016,8-K,2026-02-19,MISSING
MTH,0000833079,0000833079-26-000010,10-K,2026-02-13,MISSING
MTH,0000833079,0000833079-26-000006,8-K,2026-01-28,MISSING
MTW,0000061986,0001193125-26-057356,10-K,2026-02-18,MISSING
MTW,0000061986,0001193125-26-044669,8-K,2026-02-10,MISSING
MTW,0000061986,0001193125-26-042769,8-K,2026-02-09,MISSING
MTW,0000061986,0001193125-26-017317,8-K,2026-01-21,MISSING
MTW,0000061986,0001193125-25-270010,10-Q,2025-11-06,MISSING
MTW,0000061986,0001193125-25-267016,8-K,2025-11-05,MISSING
MTW,0000061986,0000950170-24-094032,10-Q,2024-08-08,MISSING
MTW,0000061986,0000950170-24-092935,8-K,2024-08-07,MISSING
MTZ,0000015615,0000015615-26-000020,10-K,2026-02-26,MISSING
MTZ,0000015615,0000015615-26-000018,8-K,2026-02-26,MISSING
MTZ,0000015615,0001193125-24-191835,8-K,2024-08-02,MISSING
MU,0000723125,0001104659-26-034174,8-K,2026-03-25,MISSING
MU,0000723125,0000723125-26-000006,10-Q,2026-03-19,MISSING
MU,0000723125,0000723125-26-000004,8-K,2026-03-18,MISSING
MU,0000723125,0001104659-26-005366,8-K,2026-01-21,MISSING
MU,0000723125,0001104659-24-086571,8-K,2024-08-07,MISSING
MUR,0000717423,0001628280-26-011709,10-K,2026-02-25,MISSING
MUR,0000717423,0001628280-26-003863,8-K,2026-01-28,MISSING
MUR,0000717423,0000950103-26-000906,8-K,2026-01-23,MISSING
MUR,0000717423,0000950103-26-000244,8-K,2026-01-08,MISSING
MUR,0000717423,0000950103-26-000187,8-K,2026-01-06,MISSING
MUR,0000717423,0001628280-25-049670,10-Q,2025-11-05,MISSING
MUR,0000717423,0001628280-25-049668,8-K,2025-11-05,MISSING
MUR,0000717423,0000717423-24-000026,10-Q,2024-08-08,MISSING
MUR,0000717423,0000717423-24-000024,8-K,2024-08-08,MISSING
MUR,0000717423,0000717423-23-000061,10-Q,2023-11-02,MISSING
MXL,0001288469,0001288469-26-000017,8-K,2026-02-17,MISSING
MXL,0001288469,0001288469-26-000011,10-K,2026-01-29,MISSING
MXL,0001288469,0001288469-26-000009,8-K,2026-01-29,MISSING
MYGN,0000899923,0000899923-26-000018,10-K,2026-02-24,MISSING
MYGN,0000899923,0000899923-26-000012,8-K,2026-02-23,MISSING
MYGN,0000899923,0000899923-26-000003,8-K,2026-01-12,MISSING
MYGN,0000899923,0000899923-25-000112,10-Q,2025-11-04,MISSING
MYGN,0000899923,0000899923-25-000109,8-K/A,2025-11-04,MISSING
MYGN,0000899923,0000899923-25-000103,8-K,2025-11-03,MISSING
MYGN,0000899923,0000899923-24-000041,10-Q,2024-08-07,MISSING
MYGN,0000899923,0000899923-24-000036,8-K,2024-08-06,MISSING
MYGN,0000899923,0000899923-23-000072,8-K,2023-10-31,MISSING
NBIX,0000914475,0000914475-26-000007,10-K,2026-02-11,MISSING
NBIX,0000914475,0000914475-26-000006,8-K,2026-02-11,MISSING
NBIX,0000914475,0000914475-23-000057,10-Q,2023-08-01,MISSING
NBR,0001163739,0001104659-26-014997,10-K,2026-02-13,MISSING
NBR,0001163739,0001104659-26-013392,8-K,2026-02-11,MISSING
NBR,0001163739,0001104659-26-004104,8-K,2026-01-15,MISSING
NBR,0001163739,0001104659-25-106472,8-K,2025-11-05,MISSING
NCLH,0001513761,0001104659-26-035746,8-K,2026-03-27,MISSING
NCLH,0001513761,0001104659-26-035686,8-K,2026-03-27,MISSING
NCLH,0001513761,0001104659-26-027944,8-K,2026-03-16,MISSING
NCLH,0001513761,0001104659-26-022067,10-K,2026-03-02,MISSING
NCLH,0001513761,0001171843-26-001220,8-K,2026-03-02,MISSING
NCLH,0001513761,0001171843-26-000788,8-K,2026-02-12,MISSING
NCLH,0001513761,0001104659-25-106057,10-Q,2025-11-04,MISSING
NCLH,0001513761,0001171843-25-006936,8-K,2025-11-04,MISSING
NCLH,0001513761,0001558370-25-001743,10-K,2025-02-27,MISSING
NCLH,0001513761,0001558370-24-011514,10-Q,2024-08-08,MISSING
NCLH,0001513761,0001558370-24-001935,10-K,2024-02-28,MISSING
NDAQ,0001120193,0001628280-26-007703,10-K,2026-02-12,MISSING
NDAQ,0001120193,0001193125-26-028185,8-K,2026-01-29,MISSING
NDAQ,0001120193,0001193125-26-015293,8-K,2026-01-16,MISSING
NDAQ,0001120193,0001193125-25-303909,8-K,2025-12-01,MISSING
NDAQ,0001120193,0001120193-24-000014,10-Q,2024-08-06,MISSING
NDSN,0000072331,0000072331-26-000017,8-K,2026-03-04,MISSING
NDSN,0000072331,0000072331-26-000014,10-Q,2026-02-19,MISSING
NDSN,0000072331,0000072331-26-000011,8-K,2026-02-18,MISSING
NDSN,0000072331,0000072331-26-000005,8-K,2026-02-02,MISSING
NEM,0001164727,0001164727-26-000010,10-K,2026-02-19,MISSING
NEM,0001164727,0001164727-26-000009,8-K,2026-02-19,MISSING
NEM,0001164727,0001104659-24-120181,8-K,2024-11-18,MISSING
NEO,0001077183,0001077183-26-000010,10-K,2026-02-17,MISSING
NEO,0001077183,0001077183-26-000004,8-K,2026-02-17,MISSING
NEO,0001077183,0001628280-26-001746,8-K,2026-01-12,MISSING
NEO,0001077183,0001628280-25-059067,8-K,2025-12-30,MISSING
NET,0001477333,0001477333-26-000016,10-K,2026-02-26,MISSING
NET,0001477333,0001477333-26-000009,8-K,2026-02-10,MISSING
NET,0001477333,0001477333-26-000008,8-K,2026-02-10,MISSING
NFE,0001749723,0001749723-26-000013,8-K,2026-03-25,MISSING
NFE,0001749723,0001749723-26-000008,8-K,2026-03-17,MISSING
NFE,0001749723,0001749723-26-000007,8-K,2026-03-17,MISSING
NFE,0001749723,0001749723-24-000118,8-K,2024-11-15,MISSING
NFE,0001749723,0001749723-24-000116,10-Q,2024-11-12,MISSING
NFLX,0001065280,0001193125-26-082247,8-K,2026-02-27,MISSING
NFLX,0001065280,0001065280-26-000034,10-K,2026-01-23,MISSING
NFLX,0001065280,0001193125-26-015951,8-K,2026-01-20,MISSING
NFLX,0001065280,0001193125-25-327462,8-K,2025-12-22,MISSING
NFLX,0001065280,0001065280-25-000408,8-K,2025-11-04,MISSING
NKE,0000320187,0000320187-26-000020,8-K,2026-03-09,MISSING
NKE,0000320187,0000320187-26-000017,8-K,2026-03-05,MISSING
NKE,0000320187,0000320187-25-000151,10-Q,2025-12-30,MISSING
NMRK,0001690680,0001628280-26-013160,10-K,2026-03-02,MISSING
NMRK,0001690680,0001628280-26-011408,8-K,2026-02-25,MISSING
NMRK,0001690680,0001213900-25-126585,8-K,2025-12-30,MISSING
NMRK,0001690680,0001690680-24-000025,10-Q,2024-08-08,MISSING
NOC,0001133421,0001628280-26-008140,8-K,2026-02-13,MISSING
NOC,0001133421,0001133421-26-000003,10-K,2026-01-27,MISSING
NOC,0001133421,0001133421-26-000002,8-K,2026-01-27,MISSING
NOC,0001133421,0001628280-25-050297,8-K,2025-11-06,MISSING
NOG,0001104485,0001193125-26-106187,8-K,2026-03-13,MISSING
NOG,0001104485,0001104485-26-000008,10-K,2026-02-26,MISSING
NOG,0001104485,0001104485-26-000005,8-K,2026-02-25,MISSING
NOG,0001104485,0001193125-26-064523,8-K,2026-02-24,MISSING
NOG,0001104485,0001104485-26-000002,8-K,2026-02-10,MISSING
NOG,0001104485,0001104485-25-000159,10-Q,2025-11-07,MISSING
NOG,0001104485,0001104485-25-000156,8-K,2025-11-06,MISSING
NOVA,0001772695,0001772695-25-000085,8-K,2025-05-16,MISSING
NOVA,0001772695,0001772695-25-000078,8-K,2025-05-09,MISSING
NOVA,0001772695,0001772695-25-000011,8-K,2025-02-26,MISSING
NOVA,0001772695,0001193125-24-046271,8-K,2024-02-26,MISSING
NOW,0001373715,0001373715-26-000014,8-K,2026-02-17,MISSING
NOW,0001373715,0001373715-26-000012,8-K,2026-02-11,MISSING
NOW,0001373715,0001373715-26-000007,10-K,2026-01-29,MISSING
NOW,0001373715,0001373715-26-000005,8-K,2026-01-28,MISSING
NOW,0001373715,0001373715-25-000335,8-K,2025-12-23,MISSING
NRG,0001013871,0001104659-26-023570,8-K,2026-03-04,MISSING
NRG,0001013871,0001104659-26-022295,8-K,2026-03-02,MISSING
NRG,0001013871,0001013871-26-000004,10-K,2026-02-24,MISSING
NRG,0001013871,0001013871-26-000002,8-K,2026-02-24,MISSING
NRG,0001013871,0001104659-26-010079,8-K,2026-02-04,MISSING
NRG,0001013871,0001104659-26-009194,8-K/A,2026-02-02,MISSING
NRG,0001013871,0001104659-26-008932,8-K,2026-02-02,MISSING
NRG,0001013871,0001104659-26-008567,8-K,2026-01-30,MISSING
NRG,0001013871,0001104659-26-001602,8-K,2026-01-07,MISSING
NRG,0001013871,0001104659-26-000204,8-K,2026-01-02,MISSING
NRG,0001013871,0001013871-25-000025,10-Q,2025-11-06,MISSING
NRG,0001013871,0001013871-25-000023,8-K,2025-11-06,MISSING
NRG,0001013871,0001013871-24-000015,10-Q,2024-08-08,MISSING
NRG,0001013871,0001013871-24-000014,8-K,2024-08-08,MISSING
NRG,0001013871,0001104659-23-113388,8-K,2023-11-01,MISSING
NSC,0000702165,0001628280-26-006268,10-K,2026-02-09,MISSING
NSC,0000702165,0001193125-26-028244,8-K,2026-01-29,MISSING
NSC,0000702165,0001193125-25-270037,8-K,2025-11-06,MISSING
NSC,0000702165,0001552781-24-000606,8-K,2024-11-14,MISSING
NSC,0000702165,0001193125-24-139405,8-K,2024-05-15,MISSING
NSP,0001000753,0001000753-26-000011,10-K,2026-02-11,MISSING
NSP,0001000753,0001000753-26-000009,8-K,2026-02-10,MISSING
NSP,0001000753,0001000753-25-000107,10-Q,2025-11-04,MISSING
NSP,0001000753,0001000753-25-000104,8-K,2025-11-03,MISSING
NSP,0001000753,0001000753-24-000046,10-Q,2024-08-06,MISSING
NTAP,0001002047,0001193125-26-076622,10-Q,2026-02-26,MISSING
NTAP,0001002047,0001193125-26-076545,8-K,2026-02-26,MISSING
NTAP,0001002047,0001193125-26-010401,8-K,2026-01-12,MISSING
NTLA,0001652130,0001193125-26-084309,8-K,2026-03-02,MISSING
NTLA,0001652130,0001193125-26-076550,10-K,2026-02-26,MISSING
NTLA,0001652130,0001193125-26-073456,8-K,2026-02-26,MISSING
NTLA,0001652130,0001193125-26-023387,8-K,2026-01-27,MISSING
NTLA,0001652130,0001193125-26-008307,8-K,2026-01-09,MISSING
NTLA,0001652130,0001193125-25-269680,10-Q,2025-11-06,MISSING
NTLA,0001652130,0001193125-25-269479,8-K,2025-11-06,MISSING
NTLA,0001652130,0001193125-24-260417,8-K,2024-11-18,MISSING
NTLA,0001652130,0000950170-24-093907,10-Q,2024-08-08,MISSING
NTLA,0001652130,0000950170-24-093339,8-K,2024-08-08,MISSING
NTNX,0001618732,0001193125-26-126340,8-K,2026-03-26,MISSING
NTNX,0001618732,0001193125-26-085397,10-Q,2026-03-02,MISSING
NTNX,0001618732,0001171843-26-001101,8-K,2026-02-25,MISSING
NTNX,0001618732,0001193125-25-328770,8-K,2025-12-22,MISSING
NTRA,0001604821,0001104659-26-020881,10-K,2026-02-27,MISSING
NTRA,0001604821,0001104659-26-020482,8-K,2026-02-26,MISSING
NTRA,0001604821,0001104659-26-002861,8-K,2026-01-12,MISSING
NTRA,0001604821,0001104659-25-107976,10-Q,2025-11-07,MISSING
NTRA,0001604821,0001104659-25-107727,8-K,2025-11-06,MISSING
NTRA,0001604821,0001558370-24-015325,10-Q,2024-11-12,MISSING
NTRA,0001604821,0001104659-24-116777,8-K,2024-11-12,MISSING
NTRA,0001604821,0001558370-24-011666,10-Q,2024-08-09,MISSING
NTRA,0001604821,0001104659-24-087273,8-K,2024-08-08,MISSING
NTRS,0000073124,0000073124-26-000016,10-K,2026-02-24,MISSING
NTRS,0000073124,0000073124-26-000007,8-K,2026-02-10,MISSING
NTRS,0000073124,0000073124-26-000005,8-K,2026-01-22,MISSING
NUE,0000073309,0001193125-26-086912,8-K,2026-03-03,MISSING
NUE,0000073309,0001193125-26-079540,8-K/A,2026-02-27,MISSING
NUE,0000073309,0001193125-26-071575,10-K,2026-02-25,MISSING
