ticker,accession,formType,filedAt,category
ARMK,0001584509-24-000147,8-K,2024-08-06,PRE_BACKFILL
ARMK,0001584509-24-000153,10-Q,2024-08-06,PRE_BACKFILL
ASH,0000950170-24-091991,8-K,2024-08-06,PRE_BACKFILL
AVXL,0001731122-24-001207,10-Q,2024-08-06,PRE_BACKFILL
BAX,0001628280-24-034963,8-K,2024-08-06,PRE_BACKFILL
BAX,0001628280-24-034965,10-Q,2024-08-06,PRE_BACKFILL
BCRX,0001628280-24-035170,10-Q,2024-08-06,PRE_BACKFILL
BEAM,0000950170-24-091201,8-K,2024-08-06,PRE_BACKFILL
BEAM,0000950170-24-091242,10-Q,2024-08-06,PRE_BACKFILL
BFAM,0001437578-24-000026,10-Q,2024-08-06,PRE_BACKFILL
BL,0001171843-24-004481,8-K,2024-08-06,PRE_BACKFILL
BLD,0001558370-24-010942,8-K,2024-08-06,PRE_BACKFILL
BLD,0001558370-24-011080,10-Q,2024-08-06,PRE_BACKFILL
BLDR,0000950170-24-091191,8-K,2024-08-06,PRE_BACKFILL
BLDR,0000950170-24-091788,10-Q,2024-08-06,PRE_BACKFILL
BLK,0000950170-24-091706,10-Q,2024-08-06,PRE_BACKFILL
BLMN,0001546417-24-000123,8-K,2024-08-06,PRE_BACKFILL
BR,0001383312-24-000037,8-K,2024-08-06,PRE_BACKFILL
BR,0001383312-24-000039,10-K,2024-08-06,PRE_BACKFILL
BRBR,0001772016-24-000082,10-Q,2024-08-06,PRE_BACKFILL
BSY,0001031308-24-000008,8-K,2024-08-06,PRE_BACKFILL
BSY,0001031308-24-000009,10-Q,2024-08-06,PRE_BACKFILL
CAT,0000018230-24-000042,8-K,2024-08-06,PRE_BACKFILL
CEG,0001868275-24-000051,8-K,2024-08-06,PRE_BACKFILL
CEG,0001868275-24-000054,10-Q,2024-08-06,PRE_BACKFILL
CG,0001527166-24-000067,10-Q,2024-08-06,PRE_BACKFILL
CYRX,0001104659-24-086344,8-K,2024-08-06,PRE_BACKFILL
CYRX,0001104659-24-086305,8-K,2024-08-06,PRE_BACKFILL
DK,0001193125-24-194413,8-K,2024-08-06,PRE_BACKFILL
DK,0001694426-24-000106,8-K,2024-08-06,PRE_BACKFILL
DUK,0001326160-24-000167,10-Q,2024-08-06,PRE_BACKFILL
DVN,0001193125-24-194945,8-K,2024-08-06,PRE_BACKFILL
ENR,0001632790-24-000060,8-K,2024-08-06,PRE_BACKFILL
ENR,0001632790-24-000063,10-Q,2024-08-06,PRE_BACKFILL
EPC,0001628280-24-034930,8-K,2024-08-06,PRE_BACKFILL
EPC,0001628280-24-034922,8-K,2024-08-06,PRE_BACKFILL
EPC,0001628280-24-035205,10-Q,2024-08-06,PRE_BACKFILL
EVER,0000950170-24-091761,10-Q,2024-08-06,PRE_BACKFILL
EXEL,0000939767-24-000116,8-K,2024-08-06,PRE_BACKFILL
EXEL,0000939767-24-000119,10-Q,2024-08-06,PRE_BACKFILL
EXPD,0000950170-24-091438,8-K,2024-08-06,PRE_BACKFILL
FFIV,0001048695-24-000125,10-Q,2024-08-06,PRE_BACKFILL
FLYW,0001193125-24-194919,8-K,2024-08-06,PRE_BACKFILL
FLYW,0000950170-24-091985,10-Q,2024-08-06,PRE_BACKFILL
FTNT,0001262039-24-000034,8-K/A,2024-08-06,PRE_BACKFILL
FTNT,0001262039-24-000032,8-K,2024-08-06,PRE_BACKFILL
FTNT,0001262039-24-000034,8-K/A,2024-08-06,PRE_BACKFILL
GMED,0001562762-24-000195,8-K,2024-08-06,PRE_BACKFILL
GMED,0001562762-24-000199,10-Q,2024-08-06,PRE_BACKFILL
GNRC,0001437749-24-024883,10-Q,2024-08-06,PRE_BACKFILL
GO,0001771515-24-000128,8-K,2024-08-06,PRE_BACKFILL
H,0001468174-24-000086,8-K,2024-08-06,PRE_BACKFILL
H,0001468174-24-000090,10-Q,2024-08-06,PRE_BACKFILL
HLNE,0001433642-24-000082,8-K,2024-08-06,PRE_BACKFILL
HLNE,0001433642-24-000085,10-Q,2024-08-06,PRE_BACKFILL
HRMY,0001558370-24-010960,8-K,2024-08-06,PRE_BACKFILL
HRMY,0001558370-24-010956,10-Q,2024-08-06,PRE_BACKFILL
HUN,0001437749-24-024923,10-Q,2024-08-06,PRE_BACKFILL
IAC,0001800227-24-000035,8-K,2024-08-06,PRE_BACKFILL
IDXX,0001104659-24-086074,8-K,2024-08-06,PRE_BACKFILL
IDXX,0000874716-24-000121,10-Q,2024-08-06,PRE_BACKFILL
IFF,0000051253-24-000029,8-K,2024-08-06,PRE_BACKFILL
IFF,0000051253-24-000032,10-Q,2024-08-06,PRE_BACKFILL
IIPR,0001104659-24-086084,8-K,2024-08-06,PRE_BACKFILL
IIPR,0001558370-24-011114,10-Q,2024-08-06,PRE_BACKFILL
ILMN,0001110803-24-000042,8-K,2024-08-06,PRE_BACKFILL
INSP,0001609550-24-000042,8-K,2024-08-06,PRE_BACKFILL
INSP,0001609550-24-000044,10-Q,2024-08-06,PRE_BACKFILL
ITW,0000049826-24-000041,8-K,2024-08-06,PRE_BACKFILL
J,0000052988-24-000051,8-K,2024-08-06,PRE_BACKFILL
J,0000052988-24-000053,10-Q,2024-08-06,PRE_BACKFILL
JELD,0001674335-24-000154,10-Q,2024-08-06,PRE_BACKFILL
LPX,0001628280-24-035274,8-K,2024-08-06,PRE_BACKFILL
MASI,0000937556-24-000062,8-K,2024-08-06,PRE_BACKFILL
MASI,0000937556-24-000064,10-Q,2024-08-06,PRE_BACKFILL
MGNX,0001125345-24-000149,8-K,2024-08-06,PRE_BACKFILL
MGNX,0001125345-24-000148,10-Q,2024-08-06,PRE_BACKFILL
MKTX,0001193125-24-194351,8-K,2024-08-06,PRE_BACKFILL
MKTX,0000950170-24-091990,10-Q,2024-08-06,PRE_BACKFILL
MOS,0001243786-24-000045,8-K,2024-08-06,PRE_BACKFILL
MPC,0001510295-24-000069,8-K/A,2024-08-06,PRE_BACKFILL
MPC,0001510295-24-000065,8-K,2024-08-06,PRE_BACKFILL
MPC,0001510295-24-000068,10-Q,2024-08-06,PRE_BACKFILL
MPC,0001510295-24-000069,8-K/A,2024-08-06,PRE_BACKFILL
MSTR,0000950170-24-091778,10-Q,2024-08-06,PRE_BACKFILL
MYGN,0000899923-24-000036,8-K,2024-08-06,PRE_BACKFILL
NDAQ,0001120193-24-000014,10-Q,2024-08-06,PRE_BACKFILL
NSP,0001000753-24-000046,10-Q,2024-08-06,PRE_BACKFILL
NVRO,0000950170-24-091842,8-K,2024-08-06,PRE_BACKFILL
NVRO,0000950170-24-091815,10-Q,2024-08-06,PRE_BACKFILL
NVT,0001104659-24-086333,8-K,2024-08-06,PRE_BACKFILL
NVT,0001720635-24-000046,8-K,2024-08-06,PRE_BACKFILL
NVT,0001720635-24-000048,10-Q,2024-08-06,PRE_BACKFILL
O,0000726728-24-000118,10-Q,2024-08-06,PRE_BACKFILL
OC,0001370946-24-000181,8-K,2024-08-06,PRE_BACKFILL
OC,0001370946-24-000183,10-Q,2024-08-06,PRE_BACKFILL
OGE,0000950170-24-092040,8-K,2024-08-06,PRE_BACKFILL
OGE,0000950170-24-092035,10-Q,2024-08-06,PRE_BACKFILL
OGS,0001587732-24-000051,10-Q,2024-08-06,PRE_BACKFILL
OKE,0001039684-24-000138,10-Q,2024-08-06,PRE_BACKFILL
OMCL,0000926326-24-000027,10-Q,2024-08-06,PRE_BACKFILL
PLNT,0001637207-24-000066,8-K,2024-08-06,PRE_BACKFILL
QLYS,0001107843-24-000026,8-K,2024-08-06,PRE_BACKFILL
QLYS,0001107843-24-000028,10-Q,2024-08-06,PRE_BACKFILL
RCL,0001104659-24-086075,8-K,2024-08-06,PRE_BACKFILL
RDFN,0001382821-24-000141,8-K,2024-08-06,PRE_BACKFILL
RDFN,0001382821-24-000143,10-Q,2024-08-06,PRE_BACKFILL
RIVN,0001874178-24-000054,8-K,2024-08-06,PRE_BACKFILL
RIVN,0001874178-24-000057,10-Q,2024-08-06,PRE_BACKFILL
RJF,0000720005-24-000051,10-Q,2024-08-06,PRE_BACKFILL
RPD,0001560327-24-000091,8-K,2024-08-06,PRE_BACKFILL
RUN,0001469367-24-000144,8-K,2024-08-06,PRE_BACKFILL
RUN,0001469367-24-000146,10-Q,2024-08-06,PRE_BACKFILL
RVLV,0000950170-24-091833,8-K,2024-08-06,PRE_BACKFILL
RVLV,0000950170-24-091894,10-Q,2024-08-06,PRE_BACKFILL
RYTM,0001104659-24-086081,8-K,2024-08-06,PRE_BACKFILL
RYTM,0001558370-24-011101,10-Q,2024-08-06,PRE_BACKFILL
SGRY,0001638833-24-000132,8-K,2024-08-06,PRE_BACKFILL
SGRY,0001638833-24-000135,10-Q,2024-08-06,PRE_BACKFILL
SHLS,0001831651-24-000097,8-K,2024-08-06,PRE_BACKFILL
SHLS,0001831651-24-000098,10-Q,2024-08-06,PRE_BACKFILL
SIBN,0001459839-24-000065,10-Q,2024-08-06,PRE_BACKFILL
SLGN,0000849869-24-000126,8-K,2024-08-06,PRE_BACKFILL
SMCI,0001375365-24-000028,8-K,2024-08-06,PRE_BACKFILL
SPB,0000109177-24-000032,8-K,2024-08-06,PRE_BACKFILL
SRE,0001032208-24-000024,8-K,2024-08-06,PRE_BACKFILL
SRE,0001032208-24-000026,10-Q,2024-08-06,PRE_BACKFILL
SSTK,0001549346-24-000031,8-K,2024-08-06,PRE_BACKFILL
SSTK,0001549346-24-000034,10-Q,2024-08-06,PRE_BACKFILL
TDC,0000816761-24-000146,10-Q,2024-08-06,PRE_BACKFILL
TDG,0001260221-24-000066,8-K,2024-08-06,PRE_BACKFILL
TDG,0001260221-24-000069,10-Q,2024-08-06,PRE_BACKFILL
TENB,0001660280-24-000127,10-Q,2024-08-06,PRE_BACKFILL
TENX,0001654954-24-009988,8-K,2024-08-06,PRE_BACKFILL
TOST,0001650164-24-000282,8-K,2024-08-06,PRE_BACKFILL
TOST,0001650164-24-000283,10-Q,2024-08-06,PRE_BACKFILL
TPG,0001880661-24-000041,8-K,2024-08-06,PRE_BACKFILL
TPG,0001880661-24-000044,10-Q,2024-08-06,PRE_BACKFILL
TRIP,0000950170-24-091729,8-K,2024-08-06,PRE_BACKFILL
TRIP,0000950170-24-091768,10-Q,2024-08-06,PRE_BACKFILL
TRMB,0000864749-24-000195,8-K,2024-08-06,PRE_BACKFILL
TSE,0001558370-24-011104,8-K,2024-08-06,PRE_BACKFILL
UBER,0001543151-24-000024,8-K,2024-08-06,PRE_BACKFILL
UBER,0001543151-24-000027,10-Q,2024-08-06,PRE_BACKFILL
VFC,0001193125-24-194910,8-K,2024-08-06,PRE_BACKFILL
VFC,0000103379-24-000016,8-K,2024-08-06,PRE_BACKFILL
VMC,0001140361-24-035798,8-K,2024-08-06,PRE_BACKFILL
WEC,0001104659-24-086300,8-K,2024-08-06,PRE_BACKFILL
WLK,0001262823-24-000041,8-K,2024-08-06,PRE_BACKFILL
YUM,0001041061-24-000029,8-K,2024-08-06,PRE_BACKFILL
ZTS,0001555280-24-000295,8-K,2024-08-06,PRE_BACKFILL
ZTS,0001555280-24-000299,10-Q,2024-08-06,PRE_BACKFILL
ABBV,0001551152-24-000031,10-Q,2024-08-07,PRE_BACKFILL
ACCD,0001481646-24-000042,8-K,2024-08-07,PRE_BACKFILL
ACMR,0001140361-24-036019,8-K,2024-08-07,PRE_BACKFILL
ACMR,0001680062-24-000016,10-Q,2024-08-07,PRE_BACKFILL
ANF,0001018840-24-000059,8-K,2024-08-07,PRE_BACKFILL
APO,0001858681-24-000096,10-Q,2024-08-07,PRE_BACKFILL
ASH,0000950170-24-092587,10-Q,2024-08-07,PRE_BACKFILL
ATO,0000731802-24-000021,8-K,2024-08-07,PRE_BACKFILL
ATO,0000731802-24-000023,10-Q,2024-08-07,PRE_BACKFILL
AZEK,0001628280-24-035615,8-K,2024-08-07,PRE_BACKFILL
BL,0001666134-24-000016,10-Q,2024-08-07,PRE_BACKFILL
BLMN,0001546417-24-000125,10-Q,2024-08-07,PRE_BACKFILL
BMBL,0000950170-24-092742,8-K,2024-08-07,PRE_BACKFILL
BOOT,0001558370-24-011354,8-K,2024-08-07,PRE_BACKFILL
BOOT,0001558370-24-011407,10-Q,2024-08-07,PRE_BACKFILL
BWA,0001104659-24-086625,8-K,2024-08-07,PRE_BACKFILL
CACI,0000016058-24-000125,8-K,2024-08-07,PRE_BACKFILL
CAT,0000018230-24-000045,10-Q,2024-08-07,PRE_BACKFILL
CDLX,0001666071-24-000129,8-K,2024-08-07,PRE_BACKFILL
CDLX,0001666071-24-000130,10-Q,2024-08-07,PRE_BACKFILL
CF,0001104659-24-086801,8-K,2024-08-07,PRE_BACKFILL
CF,0001324404-24-000018,8-K,2024-08-07,PRE_BACKFILL
CPRX,0001193125-24-195950,8-K,2024-08-07,PRE_BACKFILL
CPRX,0000950170-24-092745,10-Q,2024-08-07,PRE_BACKFILL
CVS,0000064803-24-000028,8-K,2024-08-07,PRE_BACKFILL
CVS,0000064803-24-000029,10-Q,2024-08-07,PRE_BACKFILL
DAR,0000916540-24-000024,10-Q,2024-08-07,PRE_BACKFILL
DIS,0001744489-24-000231,8-K,2024-08-07,PRE_BACKFILL
DIS,0001744489-24-000232,10-Q,2024-08-07,PRE_BACKFILL
DK,0001694426-24-000109,10-Q,2024-08-07,PRE_BACKFILL
DT,0001773383-24-000155,8-K,2024-08-07,PRE_BACKFILL
DT,0001773383-24-000157,10-Q,2024-08-07,PRE_BACKFILL
DUOL,0001562088-24-000203,8-K,2024-08-07,PRE_BACKFILL
DUOL,0001562088-24-000207,10-Q,2024-08-07,PRE_BACKFILL
DVN,0000950170-24-092424,10-Q,2024-08-07,PRE_BACKFILL
EDIT,0001650664-24-000094,8-K,2024-08-07,PRE_BACKFILL
EDIT,0001650664-24-000097,10-Q,2024-08-07,PRE_BACKFILL
EMR,0000032604-24-000035,8-K,2024-08-07,PRE_BACKFILL
EMR,0000032604-24-000036,10-Q,2024-08-07,PRE_BACKFILL
ENTA,0000950170-24-092714,10-Q,2024-08-07,PRE_BACKFILL
EPAM,0001352010-24-000024,8-K,2024-08-07,PRE_BACKFILL
EQR,0000950170-24-092317,8-K,2024-08-07,PRE_BACKFILL
EYE,0001710155-24-000050,8-K,2024-08-07,PRE_BACKFILL
EYE,0001710155-24-000052,10-Q,2024-08-07,PRE_BACKFILL
FANG,0001539838-24-000150,10-Q,2024-08-07,PRE_BACKFILL
FCX,0000831259-24-000031,10-Q,2024-08-07,PRE_BACKFILL
FLNC,0001868941-24-000057,8-K,2024-08-07,PRE_BACKFILL
FLNC,0001868941-24-000059,10-Q,2024-08-07,PRE_BACKFILL
FSLY,0001517413-24-000171,8-K,2024-08-07,PRE_BACKFILL
FSLY,0001517413-24-000175,10-Q,2024-08-07,PRE_BACKFILL
FTNT,0001262039-24-000037,10-Q,2024-08-07,PRE_BACKFILL
GH,0001576280-24-000189,8-K,2024-08-07,PRE_BACKFILL
GH,0001576280-24-000190,10-Q,2024-08-07,PRE_BACKFILL
GO,0001771515-24-000130,10-Q,2024-08-07,PRE_BACKFILL
HCAT,0001636422-24-000116,8-K,2024-08-07,PRE_BACKFILL
HCAT,0001636422-24-000120,10-Q,2024-08-07,PRE_BACKFILL
HL,0001437749-24-025011,8-K,2024-08-07,PRE_BACKFILL
HL,0000950170-24-092450,10-Q,2024-08-07,PRE_BACKFILL
HLT,0001585689-24-000160,8-K,2024-08-07,PRE_BACKFILL
HLT,0001585689-24-000162,10-Q,2024-08-07,PRE_BACKFILL
HOOD,0001783879-24-000231,8-K,2024-08-07,PRE_BACKFILL
HOOD,0001783879-24-000233,10-Q,2024-08-07,PRE_BACKFILL
HPP,0001482512-24-000079,8-K,2024-08-07,PRE_BACKFILL
HUBS,0000950170-24-092811,8-K,2024-08-07,PRE_BACKFILL
HUBS,0000950170-24-092843,10-Q,2024-08-07,PRE_BACKFILL
IAC,0001800227-24-000038,8-K,2024-08-07,PRE_BACKFILL
IAC,0001800227-24-000039,10-Q,2024-08-07,PRE_BACKFILL
IIPR,0001104659-24-086579,8-K,2024-08-07,PRE_BACKFILL
ILMN,0001110803-24-000044,10-Q,2024-08-07,PRE_BACKFILL
IOT,0001642896-24-000053,8-K,2024-08-07,PRE_BACKFILL
ITCI,0001193125-24-195429,8-K,2024-08-07,PRE_BACKFILL
ITCI,0001628280-24-035386,10-Q,2024-08-07,PRE_BACKFILL
JAMF,0001628280-24-035602,8-K,2024-08-07,PRE_BACKFILL
JAMF,0001628280-24-035604,10-Q,2024-08-07,PRE_BACKFILL
KMT,0000055242-24-000050,8-K,2024-08-07,PRE_BACKFILL
KYMR,0000950170-24-092272,8-K,2024-08-07,PRE_BACKFILL
KYMR,0000950170-24-092275,10-Q,2024-08-07,PRE_BACKFILL
LESL,0000950170-24-092798,8-K,2024-08-07,PRE_BACKFILL
LESL,0000950170-24-093092,10-Q,2024-08-07,PRE_BACKFILL
LPX,0001628280-24-035537,10-Q,2024-08-07,PRE_BACKFILL
LYFT,0001759509-24-000096,8-K,2024-08-07,PRE_BACKFILL
LYFT,0001759509-24-000102,10-Q,2024-08-07,PRE_BACKFILL
MCK,0000927653-24-000096,8-K,2024-08-07,PRE_BACKFILL
MCK,0000927653-24-000098,10-Q,2024-08-07,PRE_BACKFILL
MDGL,0001193125-24-195400,8-K,2024-08-07,PRE_BACKFILL
MDGL,0001628280-24-035400,10-Q,2024-08-07,PRE_BACKFILL
MIRM,0001759425-24-000029,8-K,2024-08-07,PRE_BACKFILL
MIRM,0001759425-24-000031,10-Q,2024-08-07,PRE_BACKFILL
MKSI,0000950170-24-092873,8-K,2024-08-07,PRE_BACKFILL
MOS,0001618034-24-000013,10-Q,2024-08-07,PRE_BACKFILL
MQ,0001628280-24-035613,8-K,2024-08-07,PRE_BACKFILL
MQ,0001628280-24-035709,10-Q,2024-08-07,PRE_BACKFILL
MTW,0000950170-24-092935,8-K,2024-08-07,PRE_BACKFILL
MU,0001104659-24-086571,8-K,2024-08-07,PRE_BACKFILL
MYGN,0000899923-24-000041,10-Q,2024-08-07,PRE_BACKFILL
NUE,0000950170-24-092479,10-Q,2024-08-07,PRE_BACKFILL
NVEE,0001628280-24-035634,8-K,2024-08-07,PRE_BACKFILL
NYT,0000071691-24-000130,8-K,2024-08-07,PRE_BACKFILL
NYT,0000071691-24-000132,10-Q,2024-08-07,PRE_BACKFILL
OXY,0000797468-24-000134,8-K,2024-08-07,PRE_BACKFILL
OXY,0000797468-24-000136,10-Q,2024-08-07,PRE_BACKFILL
PACB,0001299130-24-000165,8-K/A,2024-08-07,PRE_BACKFILL
PACB,0001299130-24-000164,8-K,2024-08-07,PRE_BACKFILL
PACB,0001299130-24-000165,8-K/A,2024-08-07,PRE_BACKFILL
PLNT,0001637207-24-000069,10-Q,2024-08-07,PRE_BACKFILL
PLTK,0001828016-24-000027,8-K,2024-08-07,PRE_BACKFILL
PLTK,0001828016-24-000029,10-Q,2024-08-07,PRE_BACKFILL
PRI,0000950170-24-092932,8-K,2024-08-07,PRE_BACKFILL
PVH,0000078239-24-000058,8-K,2024-08-07,PRE_BACKFILL
PWR,0001193125-24-196237,8-K,2024-08-07,PRE_BACKFILL
RL,0000950142-24-002138,8-K,2024-08-07,PRE_BACKFILL
RL,0001037038-24-000020,8-K,2024-08-07,PRE_BACKFILL
RL,0001037038-24-000022,10-Q,2024-08-07,PRE_BACKFILL
RNG,0001384905-24-000046,10-Q,2024-08-07,PRE_BACKFILL
ROK,0001024478-24-000086,8-K,2024-08-07,PRE_BACKFILL
ROK,0001024478-24-000088,10-Q,2024-08-07,PRE_BACKFILL
RPD,0001560327-24-000093,10-Q,2024-08-07,PRE_BACKFILL
SBGI,0001971213-24-000053,8-K,2024-08-07,PRE_BACKFILL
SBGI,0001971213-24-000053,8-K,2024-08-07,PRE_BACKFILL
SEDG,0001178913-24-002467,8-K,2024-08-07,PRE_BACKFILL
SEDG,0001178913-24-002470,10-Q,2024-08-07,PRE_BACKFILL
SMG,0001546380-24-000035,10-Q,2024-08-07,PRE_BACKFILL
SONO,0001314727-24-000015,8-K,2024-08-07,PRE_BACKFILL
SONO,0001314727-24-000017,10-Q,2024-08-07,PRE_BACKFILL
SPG,0001558370-24-011208,10-Q,2024-08-07,PRE_BACKFILL
STAA,0000950170-24-092728,8-K,2024-08-07,PRE_BACKFILL
STAA,0000950170-24-092753,10-Q,2024-08-07,PRE_BACKFILL
TECH,0001558370-24-011193,8-K,2024-08-07,PRE_BACKFILL
TEX,0000097216-24-000140,8-K,2024-08-07,PRE_BACKFILL
TKR,0000098362-24-000107,8-K,2024-08-07,PRE_BACKFILL
TRGP,0001193125-24-195966,8-K,2024-08-07,PRE_BACKFILL
TRMB,0000864749-24-000199,NT 10-Q,2024-08-07,PRE_BACKFILL
TSE,0001558370-24-011273,10-Q,2024-08-07,PRE_BACKFILL
UPS,0001090727-24-000045,10-Q,2024-08-07,PRE_BACKFILL
UPWK,0001627475-24-000032,8-K,2024-08-07,PRE_BACKFILL
UPWK,0001627475-24-000034,10-Q,2024-08-07,PRE_BACKFILL
VFC,0000103379-24-000018,10-Q,2024-08-07,PRE_BACKFILL
VMC,0001396009-24-000017,10-Q,2024-08-07,PRE_BACKFILL
VSAT,0001193125-24-195897,8-K,2024-08-07,PRE_BACKFILL
WMG,0001319161-24-000025,8-K,2024-08-07,PRE_BACKFILL
WMG,0001319161-24-000027,10-Q,2024-08-07,PRE_BACKFILL
WWW,0000110471-24-000149,8-K,2024-08-07,PRE_BACKFILL
WWW,0000110471-24-000148,8-K,2024-08-07,PRE_BACKFILL
ADBE,0000796343-24-000192,8-K,2024-08-08,PRE_BACKFILL
ADC,0001104659-24-087258,8-K,2024-08-08,PRE_BACKFILL
AKAM,0001086222-24-000197,8-K,2024-08-08,PRE_BACKFILL
AKAM,0001086222-24-000199,10-Q,2024-08-08,PRE_BACKFILL
ALT,0001326190-24-000027,8-K,2024-08-08,PRE_BACKFILL
ALT,0001326190-24-000030,10-Q,2024-08-08,PRE_BACKFILL
APLS,0001193125-24-196465,8-K,2024-08-08,PRE_BACKFILL
APO,0000950142-24-002143,8-K,2024-08-08,PRE_BACKFILL
AR,0001104659-24-087026,8-K,2024-08-08,PRE_BACKFILL
ARRY,0001820721-24-000060,8-K,2024-08-08,PRE_BACKFILL
ARRY,0001820721-24-000062,10-Q,2024-08-08,PRE_BACKFILL
ARWR,0001628280-24-036113,8-K,2024-08-08,PRE_BACKFILL
ARWR,0001628280-24-036104,10-Q,2024-08-08,PRE_BACKFILL
AZEK,0001628280-24-035937,10-Q,2024-08-08,PRE_BACKFILL
BE,0001628280-24-036108,8-K,2024-08-08,PRE_BACKFILL
BE,0001628280-24-036219,10-Q,2024-08-08,PRE_BACKFILL
BMBL,0000950170-24-093910,10-Q,2024-08-08,PRE_BACKFILL
BWA,0001104659-24-087315,8-K,2024-08-08,PRE_BACKFILL
CACI,0000016058-24-000132,10-K,2024-08-08,PRE_BACKFILL
CARG,0000950170-24-093892,8-K,2024-08-08,PRE_BACKFILL
CARG,0000950170-24-093956,10-Q,2024-08-08,PRE_BACKFILL
CF,0001324404-24-000020,10-Q,2024-08-08,PRE_BACKFILL
CHH,0001046311-24-000026,8-K,2024-08-08,PRE_BACKFILL
CHH,0001046311-24-000028,10-Q,2024-08-08,PRE_BACKFILL
CLX,0000021076-24-000030,10-K,2024-08-08,PRE_BACKFILL
CYRX,0001558370-24-011562,10-Q,2024-08-08,PRE_BACKFILL
CYTK,0000950170-24-093855,8-K,2024-08-08,PRE_BACKFILL
DAL,0001683168-24-005369,8-K,2024-08-08,PRE_BACKFILL
DBX,0001467623-24-000039,8-K,2024-08-08,PRE_BACKFILL
DDOG,0001561550-24-000109,8-K,2024-08-08,PRE_BACKFILL
DNUT,0001857154-24-000088,8-K,2024-08-08,PRE_BACKFILL
DNUT,0001857154-24-000090,10-Q,2024-08-08,PRE_BACKFILL
DOCN,0001582961-24-000120,8-K,2024-08-08,PRE_BACKFILL
DOCN,0001582961-24-000122,10-Q,2024-08-08,PRE_BACKFILL
DOCS,0001516513-24-000062,8-K,2024-08-08,PRE_BACKFILL
DOCS,0001516513-24-000064,10-Q,2024-08-08,PRE_BACKFILL
DXC,0001688568-24-000073,8-K,2024-08-08,PRE_BACKFILL
DXC,0001688568-24-000075,10-Q,2024-08-08,PRE_BACKFILL
ELAN,0001739104-24-000025,8-K,2024-08-08,PRE_BACKFILL
ELAN,0001739104-24-000027,10-Q,2024-08-08,PRE_BACKFILL
ELF,0001600033-24-000041,8-K,2024-08-08,PRE_BACKFILL
ELF,0001600033-24-000043,10-Q,2024-08-08,PRE_BACKFILL
EPAM,0001352010-24-000027,10-Q,2024-08-08,PRE_BACKFILL
EPD,0001193125-24-196647,8-K,2024-08-08,PRE_BACKFILL
EXPD,0000950170-24-093558,10-Q,2024-08-08,PRE_BACKFILL
EXPE,0001324424-24-000036,8-K,2024-08-08,PRE_BACKFILL
EXPE,0001324424-24-000038,10-Q,2024-08-08,PRE_BACKFILL
EXR,0001193125-24-196948,8-K,2024-08-08,PRE_BACKFILL
FIGS,0001628280-24-036148,8-K,2024-08-08,PRE_BACKFILL
FIGS,0001628280-24-036155,10-Q,2024-08-08,PRE_BACKFILL
FIVN,0001288847-24-000116,8-K,2024-08-08,PRE_BACKFILL
FIVN,0001288847-24-000118,10-Q,2024-08-08,PRE_BACKFILL
FNKO,0001704711-24-000130,8-K,2024-08-08,PRE_BACKFILL
FNKO,0001704711-24-000132,10-Q,2024-08-08,PRE_BACKFILL
FOUR,0001794669-24-000023,8-K,2024-08-08,PRE_BACKFILL
FOUR,0001794669-24-000026,10-Q,2024-08-08,PRE_BACKFILL
FSLY,0001517413-24-000180,8-K,2024-08-08,PRE_BACKFILL
FUN,0001999001-24-000014,8-K,2024-08-08,PRE_BACKFILL
FUN,0001999001-24-000010,8-K,2024-08-08,PRE_BACKFILL
FUN,0001999001-24-000012,10-Q,2024-08-08,PRE_BACKFILL
G,0001398659-24-000086,8-K,2024-08-08,PRE_BACKFILL
G,0001398659-24-000085,8-K,2024-08-08,PRE_BACKFILL
GDRX,0001809519-24-000162,8-K,2024-08-08,PRE_BACKFILL
GDRX,0001809519-24-000164,10-Q,2024-08-08,PRE_BACKFILL
GILD,0000882095-24-000020,8-K,2024-08-08,PRE_BACKFILL
GILD,0000882095-24-000022,10-Q,2024-08-08,PRE_BACKFILL
HAE,0000313143-24-000053,8-K,2024-08-08,PRE_BACKFILL
HAE,0000313143-24-000054,10-Q,2024-08-08,PRE_BACKFILL
HCA,0001193125-24-197060,8-K,2024-08-08,PRE_BACKFILL
IEX,0001193125-24-196415,8-K,2024-08-08,PRE_BACKFILL
INDI,0001628280-24-036210,8-K,2024-08-08,PRE_BACKFILL
INSM,0001140361-24-036279,8-K,2024-08-08,PRE_BACKFILL
INSM,0001104506-24-000026,10-Q,2024-08-08,PRE_BACKFILL
IOVA,0001104659-24-087259,8-K,2024-08-08,PRE_BACKFILL
IOVA,0001558370-24-011641,10-Q,2024-08-08,PRE_BACKFILL
JELD,0001674335-24-000161,8-K,2024-08-08,PRE_BACKFILL
JELD,0001674335-24-000158,8-K,2024-08-08,PRE_BACKFILL
KMI,0001506307-24-000111,8-K,2024-08-08,PRE_BACKFILL
KURA,0000950170-24-093945,8-K,2024-08-08,PRE_BACKFILL
KURA,0000950170-24-093997,10-Q,2024-08-08,PRE_BACKFILL
LAND,0001495240-24-000023,8-K,2024-08-08,PRE_BACKFILL
LAND,0001495240-24-000020,10-Q,2024-08-08,PRE_BACKFILL
LLY,0000059478-24-000185,8-K,2024-08-08,PRE_BACKFILL
LLY,0000059478-24-000187,10-Q,2024-08-08,PRE_BACKFILL
