accession_8k,ticker,fy,q,oracle_source
0001193125-24-047944,AMBA,2024,Q4,GT
0001193125-24-150359,AMBA,2025,Q1,GT
0001193125-24-207779,AMBA,2025,Q2,GT
0001193125-24-266132,AMBA,2025,Q3,GT
0001193125-25-036769,AMBA,2025,Q4,GT
0001193125-25-191300,AMBA,2026,Q2,GT
0001193125-25-297233,AMBA,2026,Q3,GT
0001193125-26-076823,AMBA,2026,Q4,GT
0001411579-23-000046,AMC,2023,Q1,GT
0001411579-23-000085,AMC,2023,Q3,GT
0001411579-24-000019,AMC,2023,Q4,GT
0001104659-24-053112,AMC,2024,Q1,GT
0001411579-24-000032,AMC,2024,Q1,GT
0001104659-24-081453,AMC,2024,Q2,GT
0001104659-24-082365,AMC,2024,Q2,GT
0001411579-24-000058,AMC,2024,Q2,GT
0001411579-24-000075,AMC,2024,Q3,GT
0001411579-25-000037,AMC,2024,Q4,GT
0001411579-25-000053,AMC,2025,Q1,GT
0001411579-25-000060,AMC,2025,Q2,GT
0001411579-25-000071,AMC,2025,Q3,GT
0001104659-26-007682,AMC,2025,Q4,GT
0001514991-23-000020,AMCX,2023,Q1,GT
0001514991-23-000031,AMCX,2023,Q2,GT
0001514991-23-000041,AMCX,2023,Q3,GT
0001514991-24-000004,AMCX,2023,Q4,GT
0001514991-24-000016,AMCX,2024,Q1,GT
0001514991-24-000032,AMCX,2024,Q2,GT
0001514991-24-000045,AMCX,2024,Q3,GT
0001514991-25-000005,AMCX,2024,Q4,GT
0001514991-25-000014,AMCX,2025,Q1,GT
0001514991-25-000031,AMCX,2025,Q2,GT
0001514991-25-000052,AMCX,2025,Q3,GT
0001514991-26-000008,AMCX,2025,Q4,GT
0000002488-23-000074,AMD,2023,Q1,GT
0000002488-23-000135,AMD,2023,Q2,GT
0000002488-23-000192,AMD,2023,Q3,GT
0000002488-24-000009,AMD,2023,Q4,GT
0000002488-24-000054,AMD,2024,Q1,GT
0000002488-24-000121,AMD,2024,Q2,GT
0000002488-24-000161,AMD,2024,Q3,GT
0000002488-25-000009,AMD,2024,Q4,GT
0000002488-25-000045,AMD,2025,Q1,GT
0000002488-25-000106,AMD,2025,Q2,GT
0000002488-25-000163,AMD,2025,Q3,GT
0000002488-26-000014,AMD,2025,Q4,GT
0001037868-23-000030,AME,2023,Q1,GT
0001037868-23-000047,AME,2023,Q2,GT
0001037868-23-000054,AME,2023,Q3,GT
0001037868-24-000004,AME,2023,Q4,GT
0001037868-24-000028,AME,2024,Q1,GT
0001037868-24-000045,AME,2024,Q2,GT
0001037868-24-000051,AME,2024,Q3,GT
0001037868-25-000004,AME,2024,Q4,GT
0001037868-25-000037,AME,2025,Q1,GT
0001037868-25-000055,AME,2025,Q2,GT
0001037868-25-000075,AME,2025,Q3,GT
0001037868-26-000006,AME,2025,Q4,GT
0000896262-23-000041,AMED,2023,Q1,GT
0000896262-23-000060,AMED,2023,Q2,GT
0000896262-23-000072,AMED,2023,Q3,GT
0000896262-24-000004,AMED,2023,Q4,GT
0000896262-24-000018,AMED,2024,Q1,GT
0000896262-24-000038,AMED,2024,Q2,GT
0000896262-24-000048,AMED,2024,Q3,GT
0000896262-25-000013,AMED,2024,Q4,GT
0000896262-25-000029,AMED,2025,Q1,GT
0001004434-23-000015,AMG,2023,Q1,GT
0001004434-23-000021,AMG,2023,Q2,GT
0001004434-23-000031,AMG,2023,Q3,GT
0001004434-24-000005,AMG,2023,Q4,GT
0001004434-24-000026,AMG,2024,Q1,GT
0001004434-24-000035,AMG,2024,Q2,GT
0001004434-24-000045,AMG,2024,Q3,GT
0001004434-25-000004,AMG,2024,Q4,GT
0001004434-25-000036,AMG,2025,Q1,GT
0001004434-25-000042,AMG,2025,Q2,GT
0001628280-25-047923,AMG,2025,Q3,GT
0001628280-26-007464,AMG,2025,Q4,GT
0000318154-23-000026,AMGN,2023,Q1,GT
0000318154-23-000049,AMGN,2023,Q2,GT
0000318154-23-000061,AMGN,2023,Q3,GT
0000318154-24-000004,AMGN,2023,Q4,GT
0000318154-24-000018,AMGN,2024,Q1,GT
0000318154-24-000033,AMGN,2024,Q2,GT
0000318154-24-000042,AMGN,2024,Q3,GT
0000318154-25-000005,AMGN,2024,Q4,GT
0000318154-25-000018,AMGN,2025,Q1,GT
0000318154-25-000054,AMGN,2025,Q2,GT
0000318154-25-000070,AMGN,2025,Q3,GT
0000318154-26-000003,AMGN,2025,Q4,GT
0001562401-23-000045,AMH,2023,Q1,GT
0001562401-23-000094,AMH,2023,Q2,GT
0001562401-23-000120,AMH,2023,Q3,GT
0001562401-24-000016,AMH,2023,Q4,GT
0001562401-24-000048,AMH,2024,Q1,GT
0001562401-24-000065,AMH,2024,Q2,GT
0001562401-24-000078,AMH,2024,Q3,GT
0001562401-25-000009,AMH,2024,Q4,GT
0001562401-25-000033,AMH,2025,Q1,GT
0001562401-25-000063,AMH,2025,Q2,GT
0001562401-25-000078,AMH,2025,Q3,GT
0001562401-26-000007,AMH,2025,Q4,GT
0000820027-23-000058,AMP,2023,Q1,GT
0000820027-23-000074,AMP,2023,Q2,GT
0000820027-23-000094,AMP,2023,Q3,GT
0000820027-24-000003,AMP,2023,Q4,GT
0001628280-24-017118,AMP,2024,Q1,GT
0000820027-24-000065,AMP,2024,Q2,GT
0000820027-24-000084,AMP,2024,Q3,GT
0000820027-25-000003,AMP,2024,Q4,GT
0000820027-25-000040,AMP,2025,Q1,GT
0000820027-25-000058,AMP,2025,Q2,GT
0000820027-25-000077,AMP,2025,Q3,GT
0000820027-26-000004,AMP,2025,Q4,GT
0001488139-23-000072,AMRC,2023,Q1,GT
0001488139-23-000119,AMRC,2023,Q2,GT
0001488139-23-000170,AMRC,2023,Q3,GT
0001488139-24-000009,AMRC,2023,Q4,GT
0001488139-24-000079,AMRC,2024,Q1,GT
0001488139-24-000136,AMRC,2024,Q2,GT
0001488139-24-000174,AMRC,2024,Q3,GT
0001488139-25-000014,AMRC,2024,Q4,GT
0001488139-25-000092,AMRC,2025,Q1,GT
0001488139-25-000134,AMRC,2025,Q2,GT
0001628280-25-048222,AMRC,2025,Q3,GT
0001723128-23-000012,AMRX,2023,Q1,GT
0001723128-23-000017,AMRX,2023,Q1,GT
0001723128-23-000027,AMRX,2023,Q2,GT
0001723128-23-000035,AMRX,2023,Q3,GT
0001723128-23-000038,AMRX,2023,Q3,GT
0001723128-24-000003,AMRX,2023,Q4,GT
0001723128-24-000007,AMRX,2023,Q4,GT
0001723128-24-000018,AMRX,2024,Q1,GT
0001723128-24-000030,AMRX,2024,Q2,GT
0001723128-24-000037,AMRX,2024,Q3,GT
0001723128-25-000005,AMRX,2024,Q4,GT
0001723128-25-000009,AMRX,2024,Q4,GT
0001723128-25-000018,AMRX,2025,Q1,GT
0001723128-25-000033,AMRX,2025,Q2,GT
0001723128-25-000037,AMRX,2025,Q2,GT
0001723128-25-000059,AMRX,2025,Q3,GT
0001723128-26-000003,AMRX,2025,Q4,GT
0001723128-26-000008,AMRX,2025,Q4,GT
0001053507-23-000112,AMT,2023,Q1,GT
0001053507-23-000140,AMT,2023,Q2,GT
0001053507-23-000158,AMT,2023,Q3,GT
0001053507-24-000009,AMT,2023,Q4,GT
0001053507-24-000081,AMT,2024,Q1,GT
0001053507-24-000103,AMT,2024,Q2,GT
0001053507-24-000128,AMT,2024,Q3,GT
0001053507-25-000022,AMT,2024,Q4,GT
0001053507-25-000100,AMT,2025,Q1,GT
0001053507-25-000117,AMT,2025,Q2,GT
0001053507-25-000147,AMT,2025,Q3,GT
0001053507-26-000032,AMT,2025,Q4,GT
0001437749-23-012423,AMTX,2023,Q1,GT
0001437749-23-021759,AMTX,2023,Q2,GT
0001437749-23-031144,AMTX,2023,Q3,GT
0001437749-24-006893,AMTX,2023,Q4,GT
0001437749-24-015475,AMTX,2024,Q1,GT
0001437749-24-024202,AMTX,2024,Q2,GT
0001437749-24-034337,AMTX,2024,Q3,GT
0001437749-25-007387,AMTX,2024,Q4,GT
0001437749-25-015243,AMTX,2025,Q1,GT
0001437749-25-025253,AMTX,2025,Q2,GT
0001437749-25-033473,AMTX,2025,Q3,GT
0001437749-26-007834,AMTX,2025,Q4,GT
0001018724-23-000006,AMZN,2023,Q1,GT
0001018724-23-000010,AMZN,2023,Q2,GT
0001018724-23-000016,AMZN,2023,Q3,GT
0001018724-24-000006,AMZN,2023,Q4,GT
0001018724-24-000081,AMZN,2024,Q1,GT
0001018724-24-000128,AMZN,2024,Q2,GT
0001018724-24-000158,AMZN,2024,Q3,GT
0001018724-25-000002,AMZN,2024,Q4,GT
0001018724-25-000034,AMZN,2025,Q1,GT
0001018724-25-000084,AMZN,2025,Q2,GT
0001018724-25-000121,AMZN,2025,Q3,GT
0001018724-26-000002,AMZN,2025,Q4,GT
0001596532-23-000101,ANET,2023,Q1,GT
0001596532-23-000196,ANET,2023,Q2,GT
0001596532-23-000272,ANET,2023,Q3,GT
0001596532-24-000041,ANET,2023,Q4,GT
0001596532-24-000171,ANET,2024,Q1,GT
0001596532-24-000277,ANET,2024,Q2,GT
0001596532-24-000366,ANET,2024,Q3,GT
0001596532-25-000018,ANET,2024,Q4,GT
0001596532-25-000103,ANET,2025,Q1,GT
0001596532-25-000214,ANET,2025,Q2,GT
0001596532-25-000284,ANET,2025,Q3,GT
0001596532-26-000010,ANET,2025,Q4,GT
0001013462-23-000027,ANSS,2023,Q1,GT
0001013462-23-000045,ANSS,2023,Q2,GT
0001013462-23-000054,ANSS,2023,Q3,GT
0001193125-24-008112,ANSS,2023,Q4,GT
0001013462-24-000006,ANSS,2023,Q4,GT
0001013462-24-000014,ANSS,2024,Q1,GT
0001013462-24-000023,ANSS,2024,Q2,GT
0001013462-24-000027,ANSS,2024,Q3,GT
0001193125-23-135255,APA,2023,Q1,GT
0001193125-23-202399,APA,2023,Q2,GT
0001193125-23-269009,APA,2023,Q3,GT
0001193125-24-042211,APA,2023,Q4,GT
0001193125-24-128563,APA,2024,Q1,GT
0001193125-24-190833,APA,2024,Q2,GT
0001193125-24-252752,APA,2024,Q3,GT
0001193125-25-038008,APA,2024,Q4,GT
0001673379-25-000013,APA,2025,Q1,GT
0001841666-25-000012,APA,2025,Q2,GT
0001841666-25-000023,APA,2025,Q3,GT
0001841666-25-000028,APA,2025,Q3,GT
0001841666-26-000003,APA,2025,Q4,GT
0001841666-26-000012,APA,2025,Q4,GT
0000002969-23-000021,APD,2023,Q2,GT
0000002969-23-000035,APD,2023,Q3,GT
0000002969-23-000041,APD,2023,Q4,GT
0000002969-24-000008,APD,2024,Q1,GT
0000002969-24-000024,APD,2024,Q2,GT
0000002969-24-000041,APD,2024,Q3,GT
0000002969-24-000050,APD,2024,Q4,GT
0001193125-25-006210,APD,2025,Q1,GT
0000002969-25-000012,APD,2025,Q1,GT
0000002969-25-000025,APD,2025,Q2,GT
0000002969-25-000042,APD,2025,Q3,GT
0000002969-25-000051,APD,2025,Q4,GT
0000002969-26-000006,APD,2026,Q1,GT
0001558370-23-006765,APH,2023,Q1,GT
0001558370-23-012248,APH,2023,Q2,GT
0001558370-23-016686,APH,2023,Q3,GT
0001558370-24-000458,APH,2023,Q4,GT
0001558370-24-005534,APH,2024,Q1,GT
0001558370-24-010011,APH,2024,Q2,GT
0001558370-24-013493,APH,2024,Q3,GT
0001558370-25-000305,APH,2024,Q4,GT
0001558370-25-005200,APH,2025,Q1,GT
0001558370-25-009413,APH,2025,Q2,GT
0001104659-25-101429,APH,2025,Q3,GT
0001104659-26-007259,APH,2025,Q4,GT
0001193125-23-198578,APLS,2023,Q2,GT
0001193125-23-251073,APLS,2023,Q3,GT
0001193125-24-003998,APLS,2023,Q4,GT
0001193125-25-005052,APLS,2024,Q4,GT
0001193125-26-010540,APLS,2025,Q4,GT
0001858681-23-000021,APO,2023,Q2,GT
0001858681-23-000031,APO,2023,Q3,GT
0001858681-24-000005,APO,2023,Q4,GT
0001858681-24-000029,APO,2023,Q4,GT
0001858681-24-000044,APO,2024,Q1,GT
0001858681-24-000090,APO,2024,Q2,GT
0001858681-24-000117,APO,2024,Q3,GT
0001858681-25-000004,APO,2024,Q4,GT
0001858681-25-000010,APO,2024,Q4,GT
0001628280-25-016233,APO,2025,Q1,GT
0001858681-25-000045,APO,2025,Q1,GT
0001858681-25-000077,APO,2025,Q2,GT
0001858681-25-000113,APO,2025,Q2,GT
0000950142-25-002633,APO,2025,Q3,GT
0001858681-25-000135,APO,2025,Q3,GT
0001858681-26-000004,APO,2025,Q4,GT
0001858681-26-000007,APO,2025,Q4,GT
0001441683-23-000048,APPN,2023,Q1,GT
0001441683-23-000070,APPN,2023,Q2,GT
0001441683-23-000092,APPN,2023,Q3,GT
0001441683-24-000013,APPN,2023,Q4,GT
0001441683-24-000031,APPN,2024,Q1,GT
0001441683-24-000040,APPN,2024,Q1,GT
0001441683-24-000068,APPN,2024,Q2,GT
0001441683-24-000095,APPN,2024,Q3,GT
0001441683-25-000015,APPN,2024,Q4,GT
0001441683-25-000039,APPN,2025,Q1,GT
0001441683-25-000050,APPN,2025,Q2,GT
0001441683-25-000066,APPN,2025,Q3,GT
0001441683-26-000008,APPN,2025,Q4,GT
0001628280-23-015205,ARDX,2023,Q1,GT
0001628280-23-026568,ARDX,2023,Q2,GT
0001628280-23-035596,ARDX,2023,Q3,GT
0001628280-24-000772,ARDX,2023,Q4,GT
0001628280-24-006321,ARDX,2023,Q4,GT
0001628280-24-019986,ARDX,2024,Q1,GT
0001628280-24-034110,ARDX,2024,Q2,GT
0001628280-24-044547,ARDX,2024,Q3,GT
0001628280-25-001246,ARDX,2024,Q4,GT
0001628280-25-006564,ARDX,2024,Q4,GT
0001628280-25-021514,ARDX,2025,Q1,GT
0001628280-25-037441,ARDX,2025,Q2,GT
0001437402-25-000016,ARDX,2025,Q3,GT
0001437402-26-000003,ARDX,2025,Q4,GT
0001437402-26-000012,ARDX,2025,Q4,GT
0001628280-23-026315,ARES,2023,Q2,GT
0001628280-23-035580,ARES,2023,Q3,GT
0001628280-24-003769,ARES,2023,Q4,GT
0001628280-24-019722,ARES,2024,Q1,GT
0001628280-24-034260,ARES,2024,Q2,GT
0001628280-24-044637,ARES,2024,Q3,GT
0001628280-25-003909,ARES,2024,Q4,GT
0001628280-25-022010,ARES,2025,Q1,GT
0001628280-25-037107,ARES,2025,Q2,GT
0001628280-25-047895,ARES,2025,Q3,GT
0001628280-26-005596,ARES,2025,Q4,GT
0001584509-23-000106,ARMK,2023,Q2,GT
0001584509-23-000152,ARMK,2023,Q3,GT
0001584509-23-000225,ARMK,2023,Q4,GT
0001584509-24-000043,ARMK,2024,Q1,GT
0001584509-24-000094,ARMK,2024,Q2,GT
0001584509-24-000147,ARMK,2024,Q3,GT
0001584509-24-000203,ARMK,2024,Q4,GT
0001584509-25-000043,ARMK,2025,Q1,GT
0001584509-25-000115,ARMK,2025,Q2,GT
0001584509-25-000163,ARMK,2025,Q3,GT
0001584509-25-000214,ARMK,2025,Q4,GT
0001584509-26-000037,ARMK,2026,Q1,GT
0001820721-23-000094,ARRY,2023,Q1,GT
0001820721-23-000154,ARRY,2023,Q2,GT
0001193125-23-272461,ARRY,2023,Q3,GT
0001820721-24-000005,ARRY,2023,Q4,GT
0001820721-24-000047,ARRY,2024,Q1,GT
0001820721-24-000060,ARRY,2024,Q2,GT
0001820721-24-000073,ARRY,2024,Q3,GT
0001820721-25-000019,ARRY,2024,Q4,GT
0001820721-25-000055,ARRY,2025,Q1,GT
0001820721-25-000082,ARRY,2025,Q2,GT
0001820721-25-000093,ARRY,2025,Q3,GT
0001820721-26-000005,ARRY,2025,Q4,GT
0001655759-23-000039,ARVN,2023,Q1,GT
0001655759-23-000075,ARVN,2023,Q2,GT
0001655759-23-000088,ARVN,2023,Q3,GT
0001655759-24-000014,ARVN,2023,Q4,GT
0001655759-24-000056,ARVN,2024,Q1,GT
0001655759-24-000113,ARVN,2024,Q2,GT
0001655759-24-000128,ARVN,2024,Q3,GT
0001655759-25-000008,ARVN,2024,Q4,GT
0001655759-25-000081,ARVN,2025,Q1,GT
0001655759-25-000136,ARVN,2025,Q2,GT
0001628280-25-049235,ARVN,2025,Q3,GT
0001628280-26-010865,ARVN,2025,Q4,GT
0001628280-24-003488,ARWR,2024,Q1,GT
0000879407-25-000027,ARWR,2025,Q4,GT
0000879407-26-000033,ARWR,2026,Q1,GT
0001477720-23-000028,ASAN,2024,Q1,GT
0001477720-23-000040,ASAN,2024,Q2,GT
0001477720-23-000051,ASAN,2024,Q3,GT
0001477720-24-000006,ASAN,2024,Q4,GT
0001477720-24-000026,ASAN,2025,Q1,GT
0001477720-24-000075,ASAN,2025,Q2,GT
0001477720-24-000105,ASAN,2025,Q3,GT
0001477720-25-000033,ASAN,2025,Q4,GT
0001477720-25-000105,ASAN,2026,Q1,GT
0001477720-25-000198,ASAN,2026,Q2,GT
0001477720-25-000235,ASAN,2026,Q3,GT
0001477720-26-000012,ASAN,2026,Q4,GT
0000950170-23-016763,ASH,2023,Q2,GT
0000950170-23-034500,ASH,2023,Q3,GT
0000950170-23-057580,ASH,2023,Q4,GT
0000950170-23-061264,ASH,2023,Q4,GT
0000950170-24-008958,ASH,2024,Q1,GT
0000950170-24-050629,ASH,2024,Q2,GT
0000950170-24-091991,ASH,2024,Q3,GT
0000950170-24-122475,ASH,2024,Q4,GT
0000950170-25-009944,ASH,2025,Q1,GT
0000950170-25-061236,ASH,2025,Q2,GT
0000950170-25-099729,ASH,2025,Q3,GT
0001193125-25-264974,ASH,2025,Q4,GT
0001193125-26-033842,ASH,2026,Q1,GT
0001193125-23-106427,ATEC,2023,Q1,GT
0000950170-23-017916,ATEC,2023,Q1,GT
0000950170-23-038024,ATEC,2023,Q2,GT
0000950170-23-053419,ATEC,2023,Q3,GT
0001193125-23-261657,ATEC,2023,Q3,GT
0000950170-23-059413,ATEC,2023,Q3,GT
0000950170-24-002736,ATEC,2023,Q4,GT
0000950170-24-021203,ATEC,2023,Q4,GT
0000950170-24-054549,ATEC,2024,Q1,GT
0000950170-24-088609,ATEC,2024,Q2,GT
0000950170-24-119022,ATEC,2024,Q3,GT
0000950170-25-004614,ATEC,2024,Q4,GT
0000950170-25-027786,ATEC,2024,Q4,GT
0000950170-25-061859,ATEC,2025,Q1,GT
0000950170-25-100924,ATEC,2025,Q2,GT
0001193125-25-258609,ATEC,2025,Q3,GT
0001193125-26-009910,ATEC,2025,Q4,GT
0001193125-26-067062,ATEC,2025,Q4,GT
0000731802-23-000011,ATO,2023,Q2,GT
0000731802-23-000020,ATO,2023,Q3,GT
0000731802-23-000025,ATO,2023,Q4,GT
0000731802-24-000004,ATO,2024,Q1,GT
0000731802-24-000011,ATO,2024,Q2,GT
0000731802-24-000021,ATO,2024,Q3,GT
0000731802-24-000026,ATO,2024,Q4,GT
0000731802-25-000004,ATO,2025,Q1,GT
0000731802-25-000015,ATO,2025,Q2,GT
0000731802-25-000024,ATO,2025,Q3,GT
0000731802-25-000053,ATO,2025,Q4,GT
0000731802-26-000011,ATO,2026,Q1,GT
0001323885-23-000045,ATRC,2023,Q1,GT
0001323885-23-000094,ATRC,2023,Q2,GT
0001323885-23-000107,ATRC,2023,Q3,GT
0001193125-24-003922,ATRC,2023,Q4,GT
0001323885-24-000013,ATRC,2023,Q4,GT
0001323885-24-000060,ATRC,2024,Q1,GT
0001323885-24-000104,ATRC,2024,Q2,GT
0001323885-24-000115,ATRC,2024,Q3,GT
0001323885-25-000002,ATRC,2024,Q4,GT
0001323885-25-000005,ATRC,2024,Q4,GT
0001323885-25-000041,ATRC,2025,Q1,GT
0001323885-25-000092,ATRC,2025,Q2,GT
0001323885-25-000098,ATRC,2025,Q3,GT
0001193125-26-009814,ATRC,2025,Q4,GT
0001323885-26-000005,ATRC,2025,Q4,GT
0001600620-23-000010,AUPH,2023,Q1,GT
0001600620-23-000028,AUPH,2023,Q2,GT
0001600620-23-000043,AUPH,2023,Q3,GT
0001600620-24-000001,AUPH,2023,Q4,GT
0001600620-24-000010,AUPH,2023,Q4,GT
0001600620-24-000089,AUPH,2024,Q2,GT
0001600620-24-000106,AUPH,2024,Q3,GT
0001600620-25-000009,AUPH,2024,Q4,GT
0001600620-25-000047,AUPH,2025,Q1,GT
0001600620-25-000090,AUPH,2025,Q2,GT
0001600620-26-000015,AUPH,2025,Q4,GT
0001558370-23-011458,AVAV,2023,Q4,GT
0001558370-24-009505,AVAV,2024,Q4,GT
0001558370-24-012580,AVAV,2025,Q1,GT
0001558370-24-016010,AVAV,2025,Q2,GT
0001558370-25-002171,AVAV,2025,Q3,GT
0001558370-25-008826,AVAV,2025,Q4,GT
0001558370-25-011962,AVAV,2026,Q1,GT
0001104659-25-119660,AVAV,2026,Q2,GT
0001104659-26-025841,AVAV,2026,Q3,GT
0001730168-23-000062,AVGO,2023,Q2,GT
0001730168-23-000074,AVGO,2023,Q3,GT
0001730168-23-000093,AVGO,2023,Q4,GT
0001730168-24-000012,AVGO,2024,Q1,GT
0001730168-24-000077,AVGO,2024,Q2,GT
0001730168-24-000095,AVGO,2024,Q3,GT
0001730168-24-000125,AVGO,2024,Q4,GT
0001730168-25-000009,AVGO,2025,Q1,GT
0001730168-25-000061,AVGO,2025,Q2,GT
0001730168-25-000094,AVGO,2025,Q3,GT
0001730168-25-000116,AVGO,2025,Q4,GT
0001730168-26-000011,AVGO,2026,Q1,GT
0001731122-24-000758,AVXL,2024,Q2,GT
0001731122-25-001591,AVXL,2025,Q4,GT
0001731122-26-000193,AVXL,2026,Q1,GT
0001193125-23-116625,AVY,2023,Q1,GT
0001193125-23-192716,AVY,2023,Q2,GT
0001193125-23-262236,AVY,2023,Q3,GT
0001193125-24-020186,AVY,2023,Q4,GT
0001193125-24-108400,AVY,2024,Q1,GT
0001193125-24-182566,AVY,2024,Q2,GT
0001193125-24-241428,AVY,2024,Q3,GT
0001193125-25-016229,AVY,2024,Q4,GT
0001193125-25-089998,AVY,2025,Q1,GT
0001193125-25-162209,AVY,2025,Q2,GT
0001193125-25-245839,AVY,2025,Q3,GT
0000008818-26-000004,AVY,2025,Q4,GT
0000950170-23-014217,AWI,2023,Q1,GT
0000950170-23-034204,AWI,2023,Q2,GT
0000950170-23-054694,AWI,2023,Q3,GT
0000950170-24-016783,AWI,2023,Q4,GT
0000950170-24-050185,AWI,2024,Q1,GT
0000950170-24-087491,AWI,2024,Q2,GT
0000950170-24-117909,AWI,2024,Q3,GT
0000950170-25-026041,AWI,2024,Q4,GT
0000950170-25-059534,AWI,2025,Q1,GT
0000950170-25-099364,AWI,2025,Q2,GT
0001193125-25-252052,AWI,2025,Q3,GT
0001193125-26-064950,AWI,2025,Q4,GT
0001062231-23-000041,AXL,2023,Q1,GT
0001062231-23-000053,AXL,2023,Q2,GT
0001062231-23-000061,AXL,2023,Q3,GT
0001062231-24-000005,AXL,2023,Q4,GT
0001062231-24-000052,AXL,2024,Q1,GT
0001062231-24-000082,AXL,2024,Q2,GT
0001062231-24-000092,AXL,2024,Q3,GT
0001104659-25-007242,AXL,2024,Q4,GT
0001062231-25-000006,AXL,2024,Q4,GT
0001062231-25-000048,AXL,2025,Q1,GT
0001062231-25-000085,AXL,2025,Q2,GT
0000950170-23-018467,AXSM,2023,Q1,GT
0000950170-23-039035,AXSM,2023,Q2,GT
0000950170-23-059008,AXSM,2023,Q3,GT
0000950170-24-001488,AXSM,2023,Q4,GT
0000950170-24-016797,AXSM,2023,Q4,GT
0000950170-24-053197,AXSM,2024,Q1,GT
0000950170-24-090311,AXSM,2024,Q2,GT
0000950170-24-124546,AXSM,2024,Q3,GT
0000950170-25-004559,AXSM,2024,Q4,GT
0000950170-25-021801,AXSM,2024,Q4,GT
0000950170-25-063158,AXSM,2025,Q1,GT
0000950170-25-101624,AXSM,2025,Q2,GT
0001193125-25-261651,AXSM,2025,Q3,GT
0001193125-26-009744,AXSM,2025,Q4,GT
0001193125-26-062421,AXSM,2025,Q4,GT
0001616862-23-000016,AXTA,2023,Q1,GT
0001616862-23-000049,AXTA,2023,Q2,GT
0001616862-23-000071,AXTA,2023,Q3,GT
0001616862-24-000009,AXTA,2023,Q4,GT
0001616862-24-000033,AXTA,2024,Q1,GT
0001616862-24-000054,AXTA,2024,Q2,GT
0001616862-24-000063,AXTA,2024,Q3,GT
0001616862-25-000009,AXTA,2024,Q4,GT
0001616862-25-000020,AXTA,2025,Q1,GT
0001616862-25-000035,AXTA,2025,Q2,GT
0001628280-25-046548,AXTA,2025,Q3,GT
0001616862-26-000001,AXTA,2025,Q4,GT
0001144215-23-000082,AYI,2023,Q4,GT
0001144215-24-000074,AYI,2024,Q4,GT
0001144215-25-000076,AYI,2025,Q4,GT
0001171843-23-003497,AZO,2023,Q3,GT
0001171843-23-005772,AZO,2023,Q4,GT
0001171843-23-007428,AZO,2024,Q1,GT
0001171843-24-001000,AZO,2024,Q2,GT
0001171843-24-003004,AZO,2024,Q3,GT
0001171843-24-005333,AZO,2024,Q4,GT
0001171843-24-006846,AZO,2025,Q1,GT
0001171843-25-001229,AZO,2025,Q2,GT
0001171843-25-003448,AZO,2025,Q3,GT
0001171843-25-006024,AZO,2025,Q4,GT
0001171843-25-007831,AZO,2026,Q1,GT
0001171843-26-001288,AZO,2026,Q2,GT
0000012927-23-000026,BA,2023,Q1,GT
0000012927-23-000045,BA,2023,Q2,GT
0000012927-23-000059,BA,2023,Q3,GT
0000012927-24-000007,BA,2023,Q4,GT
0000012927-24-000022,BA,2024,Q1,GT
0000012927-24-000051,BA,2024,Q2,GT
0000012927-24-000067,BA,2024,Q3,GT
0000012927-24-000079,BA,2024,Q3,GT
0000012927-25-000010,BA,2024,Q4,GT
0000012927-25-000027,BA,2025,Q1,GT
0000012927-25-000058,BA,2025,Q2,GT
0001628280-25-046915,BA,2025,Q3,GT
0001628280-26-003518,BA,2025,Q4,GT
0001628280-26-026391,BA,2026,Q1,GT
0001443646-23-000088,BAH,2023,Q4,GT
0001443646-23-000173,BAH,2024,Q1,GT
0001443646-23-000228,BAH,2024,Q2,GT
0001443646-24-000009,BAH,2024,Q3,GT
0001443646-24-000074,BAH,2024,Q4,GT
0001443646-24-000155,BAH,2025,Q1,GT
0001443646-24-000199,BAH,2025,Q2,GT
0001443646-25-000011,BAH,2025,Q3,GT
0001443646-25-000075,BAH,2025,Q4,GT
0001443646-25-000136,BAH,2026,Q1,GT
0001628280-25-046175,BAH,2026,Q2,GT
0001628280-26-003186,BAH,2026,Q3,GT
0001514416-23-000085,BAND,2023,Q1,GT
0001514416-23-000120,BAND,2023,Q2,GT
0001514416-23-000149,BAND,2023,Q3,GT
0001514416-24-000020,BAND,2023,Q4,GT
0001514416-24-000080,BAND,2024,Q1,GT
0001514416-24-000138,BAND,2024,Q2,GT
0001514416-24-000171,BAND,2024,Q3,GT
0001514416-25-000022,BAND,2024,Q4,GT
0001514416-25-000070,BAND,2025,Q1,GT
0001514416-25-000109,BAND,2025,Q2,GT
0001514416-25-000119,BAND,2025,Q3,GT
0001514416-26-000014,BAND,2025,Q4,GT
0001628280-23-013356,BAX,2023,Q1,GT
0001628280-23-025823,BAX,2023,Q2,GT
0001628280-23-036194,BAX,2023,Q3,GT
0001628280-24-003784,BAX,2023,Q4,GT
0001628280-24-019783,BAX,2024,Q1,GT
0001628280-24-034963,BAX,2024,Q2,GT
0001628280-24-046501,BAX,2024,Q3,GT
0001193125-25-018871,BAX,2024,Q4,GT
0001628280-25-006558,BAX,2024,Q4,GT
0001628280-25-021320,BAX,2025,Q1,GT
0001628280-25-036835,BAX,2025,Q2,GT
0001628280-25-047311,BAX,2025,Q3,GT
0001628280-26-007474,BAX,2025,Q4,GT
0001193125-23-135073,BBIO,2023,Q1,GT
0000950170-23-037590,BBIO,2023,Q2,GT
0000950170-23-057745,BBIO,2023,Q3,GT
