exchange,symbol,name,sector,industry
NASDAQ,CINF,Cincinnati Financial Corporation - Common Stock,Financial Services,Insurance - Property & Casualty
NASDAQ,BSVN,Bank7 Corp. - Common stock,Financial Services,Banks - Regional
NYSE,WWE,"World Wrestling Entertainment, Inc. Class A Common Stock",Communication Services,Entertainment
NASDAQ,GBS,GBS Inc. - Common Stock,,
NASDAQ,LFVN,Lifevantage Corporation - Common Stock,Consumer Defensive,Packaged Foods
NASDAQ,FSTX,"F-star Therapeutics, Inc.  - Common Stock",,
NASDAQ,CUTR,"Cutera, Inc. - Common Stock",Healthcare,Medical Devices
NASDAQ,SNEX,StoneX Group Inc. - Common Stock,Financial Services,Capital Markets
NASDAQ,SMPL,The Simply Good Foods Company - Common Stock,Consumer Defensive,Packaged Foods
NYSE,ITCB,"Itau CorpBanca American Depositary Shares (each representing 1,500 shares of Common Stock, no par value)",,
TSX,TRL,Trilogy International Partners Inc.,,
NASDAQ,VIVE,"Viveve Medical, Inc. - Common Stock",,
NASDAQ,HUT,Hut 8 Corp. - Common Stock,Financial Services,Capital Markets
NASDAQ,AZPN,"Aspen Technology, Inc. - Common Stock",Technology,Software - Application
NASDAQ,VICR,Vicor Corporation - Common Stock,Technology,Electronic Components
OTC,LGIQ,Logiq Inc,,
NYSE,SAFE,Safehold Inc. New Common Stock ,Real Estate,REIT - Diversified
NASDAQ,QRHC,Quest Resource Holding Corporation - Common Stock,Industrials,Waste Management
TSXV,WWT,Water Ways Technologies Inc.,,
NASDAQ,STER,Sterling Check Corp. - Common Stock,Technology,Software - Infrastructure
NASDAQ,MMLP,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests,Energy,Oil & Gas Midstream
NASDAQ,BKNG,Booking Holdings Inc. - Common Stock,Consumer Cyclical,Travel Services
NASDAQ,AVGO,Broadcom Inc. - Common Stock,Technology,Semiconductors
TSX,ASP,Acerus Pharmaceuticals Corporation,,
NASDAQ,TEAM,Atlassian Corporation  - Class A Common Stock,Technology,Software - Application
NASDAQ,MLKN,"MillerKnoll, Inc. - Common Stock",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
NASDAQ,MCRB,"Seres Therapeutics, Inc. - Common Stock",Healthcare,Biotechnology
NYSE,SYF,Synchrony Financial Common Stock,Financial Services,Credit Services
NYSE,CHH,"Choice Hotels International, Inc. Common Stock",Consumer Cyclical,Lodging
NYSE,XYL,Xylem Inc. Common Stock New,Industrials,Specialty Industrial Machinery
NYSE,IPI,"Intrepid Potash, Inc Common Stock",Basic Materials,Agricultural Inputs
NASDAQ,BHF,"Brighthouse Financial, Inc. - Common Stock",Financial Services,Insurance - Life
NYSE,ZUO,"Zuora, Inc. Class A Common Stock",Technology,Software - Infrastructure
NASDAQ,APTX,Aptinyx Inc. - Common Stock,,
NYSE,SII,Sprott Inc. Common Shares,Financial Services,Asset Management
NASDAQ,NBN,Northeast Bank - Common Stock,Financial Services,Banks - Regional
NASDAQ,KERN,Akerna Corp. - Common Stock,,
NYSE,CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,Real Estate,REIT - Hotel & Motel
NASDAQ,CYRX,"CryoPort, Inc. - Common Stock",Industrials,Integrated Freight & Logistics
OTC,MFON,Mobivity Holdings Corp,Technology,Software - Application
NASDAQ,CBTX,"CBTX, Inc. - Common Stock",,
NYSE,RCUS,"Arcus Biosciences, Inc. Common Stock",Healthcare,Biotechnology
NYSE,LZB,La-Z-Boy Incorporated Common Stock,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
NYSE,SPH,"Suburban Propane Partners, L.P. Common Stock",Utilities,Utilities - Regulated Gas
NASDAQ,EXAI,Exscientia Plc - American Depositary Shares,Healthcare,Biotechnology
NASDAQ,CRMD,CorMedix Inc. - Common Stock,Healthcare,Biotechnology
NASDAQ,BOXL,Boxlight Corporation - Class A Common Stock,Technology,Communication Equipment
NYSE,DCP,"DCP Midstream,  LP Common Units ",,
NASDAQ,RARE,Ultragenyx Pharmaceutical Inc. - Common Stock,Healthcare,Biotechnology
NASDAQ,GVP,"GSE Systems, Inc. - Common Stock",Technology,Software - Application
NYSE,HCI,"HCI Group, Inc. Common Stock",Financial Services,Insurance - Property & Casualty
NYSE,AUD,Audacy Common Stock,,
OTC,CVSI,Cv Sciences Inc,Healthcare,Drug Manufacturers - Specialty & Generic
NASDAQ,DSKE,"Daseke, Inc. - Common Stock",Industrials,Trucking
NASDAQ,PAYA,Paya Holdings Inc. - Common Stock,,
NASDAQ,CNXN,"PC Connection, Inc. - Common Stock",Technology,Electronics & Computer Distribution
NYSE,CACI,"CACI International, Inc. Class A Common Stock",Technology,Information Technology Services
NASDAQ,KE,"Kimball Electronics, Inc. - Common Stock",Industrials,Electrical Equipment & Parts
NASDAQ,OYST,"Oyster Point Pharma, Inc. - common stock",,
NASDAQ,UEIC,Universal Electronics Inc. - Common Stock,Technology,Consumer Electronics
NYSE,CAT,"Caterpillar, Inc. Common Stock",Industrials,Farm & Heavy Construction Machinery
NASDAQ,FORR,"Forrester Research, Inc. - Common Stock",Industrials,Consulting Services
NASDAQ,SND,"Smart Sand, Inc. - Common Stock",Energy,Oil & Gas Equipment & Services
NYSE,ALL,Allstate Corporation (The) Common Stock,Financial Services,Insurance - Property & Casualty
NASDAQ,ALKS,Alkermes plc - Ordinary Shares,Healthcare,Drug Manufacturers - Specialty & Generic
NASDAQ,HAFC,Hanmi Financial Corporation - Common Stock,Financial Services,Banks - Regional
NYSE,MPW,"Medical Properties Trust, Inc. common stock",Real Estate,REIT - Healthcare Facilities
NASDAQ,NUVA,"NuVasive, Inc. - Common Stock",Healthcare,Medical Devices
NASDAQ,MDGL,"Madrigal Pharmaceuticals, Inc. - Common Stock",Healthcare,Biotechnology
TSXV,FW,Flow Capital Corp.,Financial Services,Asset Management
NYSE,BKU,"BankUnited, Inc. Common Stock",Financial Services,Banks - Regional
NASDAQ,MPWR,"Monolithic Power Systems, Inc. - Common Stock",Technology,Semiconductors
NYSE,DEN,Denbury Inc. Common Stock,Energy,Oil & Gas E&P
NYSE,FTS,Fortis Inc. Common Shares,Utilities,Utilities - Regulated Electric
NASDAQ,DBGI,"Digital Brands Group, Inc. - Common Stock",Consumer Cyclical,Apparel Retail
NYSE,SLG,SL Green Realty Corp Common Stock,Real Estate,REIT - Office
NASDAQ,DBX,"Dropbox, Inc. - Class A Common Stock",Technology,Software - Infrastructure
AMEX,LEU,Centrus Energy Corp. Class A,,
NYSE,HCA,"HCA Healthcare, Inc. Common Stock",Healthcare,Medical Care Facilities
NYSE,GLW,Corning Incorporated Common Stock,Technology,Electronic Components
NYSE,EVR,Evercore Inc. Class A Common Stock,Financial Services,Capital Markets
NASDAQ,RMNI,"Rimini Street, Inc. - Common Stock",Technology,Software - Application
NASDAQ,BRY,Berry Corporation (bry) - Common Stock,Energy,Oil & Gas E&P
NYSE,LXFR,Luxfer Holdings PLC Ordinary Shares,Industrials,Specialty Industrial Machinery
NYSE,BLD,TopBuild Corp. Common Stock,Industrials,Engineering & Construction
NYSE,OC,Owens Corning Inc Common Stock New,Industrials,Building Products & Equipment
NYSE,ARE,"Alexandria Real Estate Equities, Inc. Common Stock",Real Estate,REIT - Office
NASDAQ,PLXS,Plexus Corp. - Common Stock,Technology,Electronic Components
NASDAQ,ARLP,"Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests",Energy,Thermal Coal
NYSE,VST,Vistra Corp. Common Stock,Utilities,Utilities - Independent Power Producers
NYSE,PEN,"Penumbra, Inc. Common Stock",Healthcare,Medical Devices
NASDAQ,HLIT,Harmonic Inc. - Common Stock,Technology,Communication Equipment
NYSE,FEDU,"Four Seasons Education (Cayman) Inc. American Depositary Shares, each two ADSs representing one ordinary share",,
NYSE,UMH,"UMH Properties, Inc. Common Stock",Real Estate,REIT - Residential
NYSE,ECVT,Ecovyst Inc. Common Stock,Basic Materials,Specialty Chemicals
NASDAQ,HRTX,"Heron Therapeutics, Inc.   - Common Stock",Healthcare,Biotechnology
NYSE,ENVA,"Enova International, Inc. Common Stock",Financial Services,Credit Services
NASDAQ,PRPL,"Purple Innovation, Inc. - Common Stock",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
NASDAQ,DLHC,DLH Holdings Corp. - Common Stock,Industrials,Specialty Business Services
NYSE,HLLY,Holley Inc. Common Stock,Consumer Cyclical,Auto Parts
NYSE,BRT,BRT Apartments Corp. (MD) Common Stock,Real Estate,REIT - Residential
NYSE,EVH,"Evolent Health, Inc Class A Common Stock",Healthcare,Health Information Services
NYSE,LTH,"Life Time Group Holdings, Inc. Common Stock",Consumer Cyclical,Leisure
NASDAQ,EVGN,Evogene Ltd. - Ordinary Shares,Healthcare,Biotechnology
NYSE,TUFN,Tufin Software Technologies Ltd. Ordinary Shares,,
NASDAQ,APDN,"Applied DNA Sciences, Inc. - Common Stock",Healthcare,Diagnostics & Research
NASDAQ,LITE,Lumentum Holdings Inc. - Common Stock,Technology,Communication Equipment
NASDAQ,DRVN,Driven Brands Holdings Inc. - Common Stock,Consumer Cyclical,Auto & Truck Dealerships
NYSE,AVLR,"Avalara, Inc. Common Stock",,
NASDAQ,MTTR,"Matterport, Inc. - Class A Common Stock",Technology,Software - Application
NASDAQ,IMBI,"iMedia Brands, Inc. - Class A Common Stock",,
NASDAQ,OTLY,Oatly Group AB - American Depositary Shares,Consumer Defensive,Packaged Foods
NYSE,KEYS,Keysight Technologies Inc. Common Stock,Technology,Scientific & Technical Instruments
NASDAQ,PFIE,"Profire Energy, Inc. - Common Stock",Energy,Oil & Gas Equipment & Services
NASDAQ,FANH,"Fanhua Inc. - American depositary shares, each representing 20 ordinary shares",Financial Services,Insurance Brokers
NASDAQ,TTNP,"Titan Pharmaceuticals, Inc.",,
NYSE,PFS,"Provident Financial Services, Inc Common Stock",Financial Services,Banks - Regional
NASDAQ,PLBY,"PLBY Group, Inc.  - Common Stock",Consumer Cyclical,Leisure
NYSE,HAE,Haemonetics Corporation Common Stock,Healthcare,Medical Instruments & Supplies
NYSE,XPRO,Expro Group Holdings N.V. Common Stock,Energy,Oil & Gas Equipment & Services
NYSE,MOG.A,Moog Inc. Class A Common Stock,Industrials,Aerospace & Defense
NASDAQ,EDUC,Educational Development Corporation,,
NASDAQ,LNTH,"Lantheus Holdings, Inc. - Common Stock",Healthcare,Drug Manufacturers - Specialty & Generic
NYSE,SCM,Stellus Capital Investment Corporation Common Stock,Financial Services,Asset Management
NYSE,GHL,"Greenhill & Co., Inc. Common Stock",,
NYSE,ETN,"Eaton Corporation, PLC Ordinary Shares",Industrials,Specialty Industrial Machinery
NYSE,SPG,"Simon Property Group, Inc. Common Stock",Real Estate,REIT - Retail
NYSE,PNR,Pentair plc. Ordinary Share,Industrials,Specialty Industrial Machinery
NYSE,RWT,"Redwood Trust, Inc. Common Stock",Real Estate,REIT - Mortgage
NYSE,BALY,Bally's Corporation Common Stock,Consumer Cyclical,Resorts & Casinos
NASDAQ,BECN,"Beacon Roofing Supply, Inc. - Common Stock",Industrials,Industrial Distribution
NYSE,OSK,Oshkosh Corporation (Holding Company)Common Stock,Industrials,Farm & Heavy Construction Machinery
NYSE,ZTS,Zoetis Inc. Class A Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic
NASDAQ,POWW,"AMMO, Inc. - Common Stock",Industrials,Aerospace & Defense
NYSE,HSY,The Hershey Company Common Stock,Consumer Defensive,Confectioners
NASDAQ,OLLI,"Ollie's Bargain Outlet Holdings, Inc. - Common Stock",Consumer Defensive,Discount Stores
NYSE,CUBI,"Customers Bancorp, Inc Common Stock",Financial Services,Banks - Regional
NASDAQ,HIMX,"Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.",Technology,Semiconductors
NYSE,CSL,Carlisle Companies Incorporated Common Stock,Industrials,Building Products & Equipment
NYSE,HGV,Hilton Grand Vacations Inc. Common Stock ,Consumer Cyclical,Resorts & Casinos
NASDAQ,GSBC,"Great Southern Bancorp, Inc. - Common Stock",Financial Services,Banks - Regional
NYSE,AAT,"American Assets Trust, Inc. Common Stock",Real Estate,REIT - Diversified
OTC,SCND,Scientific Industries Inc,Technology,Scientific & Technical Instruments
NASDAQ,ICCC,ImmuCell Corporation - Common Stock,Healthcare,Biotechnology
TSX,ARIS,Aris Gold Corporation,,
NYSE,BODY,"The Beachbody Company, Inc. Class A Common Stock",Communication Services,Internet Content & Information
TSX,SSL,Sandstorm Gold Ltd.,,
NYSE,BARK,"BARK, Inc. Class A Common Stock",Consumer Cyclical,Specialty Retail
NASDAQ,AKBA,"Akebia Therapeutics, Inc. - Common Stock",Healthcare,Drug Manufacturers - Specialty & Generic
NYSE,AMH,American Homes 4 Rent Common Shares of Beneficial Interest,Real Estate,REIT - Residential
TSX,ABST,Absolute Software Corporation,,
NASDAQ,MCFE,McAfee Corp.,,
NASDAQ,RILY,"B. Riley Financial, Inc. - Common Stock",Financial Services,Financial Conglomerates
NASDAQ,FFIV,"F5, Inc. - Common Stock",Technology,Software - Infrastructure
NYSE,BXP,"BXP, Inc. Common Stock",Real Estate,REIT - Office
NYSE,SQSP,"Squarespace, Inc. Class A Common Stock",Technology,Software - Infrastructure
TSX,MND,Mandalay Resources Corporation,Basic Materials,Gold
NASDAQ,CYN,Cyngn Inc. - Common stock,Technology,Software - Application
NASDAQ,SMCI,"Super Micro Computer, Inc. - Common Stock",Technology,Computer Hardware
NASDAQ,CLOV,"Clover Health Investments, Corp.  - Class A Common stock",Healthcare,Healthcare Plans
NASDAQ,AMYT,Amryt Pharma plc,,
NASDAQ,IBTX,"Independent Bank Group, Inc - Common Stock",Financial Services,Banks - Regional
NASDAQ,ASYS,"Amtech Systems, Inc. - Common Stock",Technology,Semiconductor Equipment & Materials
NASDAQ,TCX,Tucows Inc. - Common Stock,Technology,Software - Infrastructure
NASDAQ,BIGC,"BigCommerce Holdings, Inc. - Series 1 Common Stock",Technology,Software - Application
NASDAQ,ISO,IsoPlexis Corporation - common stock,,
TSX,FORA,VerticalScope Holdings Inc.,Communication Services,Internet Content & Information
NASDAQ,ALPN,"Alpine Immune Sciences, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,TELA,"TELA Bio, Inc. - Common stock",Healthcare,Medical Devices
NYSE,WRB,W.R. Berkley Corporation Common Stock,Financial Services,Insurance - Property & Casualty
NASDAQ,RYTM,"Rhythm Pharmaceuticals, Inc. - Common Stock",Healthcare,Biotechnology
NYSE,VIPS,"Vipshop Holdings Limited American Depositary Shares, each representing two ordinary shares",Consumer Cyclical,Internet Retail
NYSE,OCFT,"OneConnect Financial Technology Co., Ltd. American Depositary Shares, each representing thirty ordinary shares",Technology,Software - Application
NASDAQ,UMBF,UMB Financial Corporation - Common Stock,Financial Services,Banks - Regional
NYSE,FCN,"FTI Consulting, Inc. Common Stock",Industrials,Consulting Services
TSX,SCL,Shawcor Ltd.,,
NASDAQ,EVK,"Ever-Glory International Group, Inc. - Common Stock",,
NYSE,SWN,Southwestern Energy Company Common Stock,Energy,Oil & Gas E&P
NYSE,NTR,Nutrien Ltd. Common Shares,Basic Materials,Agricultural Inputs
NYSE,IO,Ion Geophysical Corporation,,
NASDAQ,UTHR,United Therapeutics Corporation - Common Stock,Healthcare,Biotechnology
NASDAQ,SKIN,The Beauty Health Company - Class A Common Stock,Consumer Defensive,Household & Personal Products
NASDAQ,VERX,"Vertex, Inc. - Class A Common Stock",Technology,Software - Application
NASDAQ,RXST,"RxSight, Inc. - Common Stock",Healthcare,Medical Devices
NASDAQ,ICFI,"ICF International, Inc. - Common Stock",Industrials,Consulting Services
TSX,TAIG,Taiga Motors Corporation,,
NYSE,EDU,"New Oriental Education & Technology Group, Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands)",Consumer Defensive,Education & Training Services
NASDAQ,RIGL,"Rigel Pharmaceuticals, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,RBBN,Ribbon Communications Inc.  - Common Stock,Communication Services,Telecom Services
NYSE,ABBV,AbbVie Inc. Common Stock,Healthcare,Drug Manufacturers - General
NYSE,WES,"Western Midstream Partners, LP Common Units Representing Limited Partner Interests",Energy,Oil & Gas Midstream
NASDAQ,SWBI,"Smith & Wesson Brands, Inc. - Common Stock",,
NASDAQ,AFRM,"Affirm Holdings, Inc. - Class A Common Stock",Technology,Software - Infrastructure
OTC,CHALF,Chalice Brands Ltd,,
NYSE,OFG,OFG Bancorp Common Stock,Financial Services,Banks - Regional
NYSE,HTH,Hilltop Holdings Inc.,Financial Services,Banks - Regional
NASDAQ,DUO,Fangdd Network Group Ltd.,,
NYSE,CINR,Ciner Resources LP Common Units representing Limited Partner Interests,,
NASDAQ,DCBO,Docebo Inc. - Common Shares,Technology,Software - Application
NASDAQ,TBLT,"ToughBuilt Industries, Inc. - Common Stock",Industrials,Tools & Accessories
TSXV,TBRD,Thunderbird Entertainment Group Inc.,Communication Services,Entertainment
NASDAQ,OTTR,Otter Tail Corporation - Common Stock,Utilities,Utilities - Diversified
NASDAQ,FROG,JFrog Ltd. - Ordinary shares,Technology,Software - Application
NYSE,RF,Regions Financial Corporation Common Stock,Financial Services,Banks - Regional
NYSE,LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),Basic Materials,Specialty Chemicals
NASDAQ,TTCF,"Tattooed Chef, Inc. - Class A Common Stock",,
NYSE,ZWS,Zurn Elkay Water Solutions Corporation Common Stock,Industrials,Pollution & Treatment Controls
NASDAQ,CPSI,"Computer Programs and Systems, Inc. - Common Stock",Healthcare,Health Information Services
TSX,CS,Capstone Copper Corp.,Basic Materials,Copper
NASDAQ,EYPT,"EyePoint Pharmaceuticals, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,VINP,Vinci Partners Investments Ltd. - Class A Common Shares,Financial Services,Asset Management
NASDAQ,AXSM,"Axsome Therapeutics, Inc. - Common Stock",Healthcare,Biotechnology
NYSE,SEM,Select Medical Holdings Corporation Common Stock,Healthcare,Medical Care Facilities
NASDAQ,BNFT,"Benefitfocus, Inc. - Common Stock",,
NASDAQ,LMDX,LumiraDx Limited - Common stock,Healthcare,Diagnostics & Research
NYSE,RBOT,Vicarious Surgical Inc. Class A Common Stock,Healthcare,Medical Devices
NYSE,IDT,IDT Corporation Class B Common Stock,Communication Services,Telecom Services
NYSE,PAG,"Penske Automotive Group, Inc. Common Stock",Consumer Cyclical,Auto & Truck Dealerships
NASDAQ,DAIO,Data I/O Corporation - Common Stock,Technology,Electronic Components
NYSE,FCX,"Freeport-McMoRan, Inc. Common Stock",Basic Materials,Copper
NYSE,CIEN,Ciena Corporation Common Stock,Technology,Communication Equipment
NASDAQ,KRKR,36Kr Holdings Inc. - American Depositary Shares,Communication Services,Internet Content & Information
NASDAQ,VBNK,VersaBank - Common Shares,Financial Services,Banks - Regional
NASDAQ,CACC,Credit Acceptance Corporation - Common Stock,Financial Services,Credit Services
NASDAQ,HCSG,"Healthcare Services Group, Inc.",,
NASDAQ,ADXN,Addex Therapeutics Ltd - American Depositary Shares,Healthcare,Biotechnology
NASDAQ,PINC,"Premier, Inc. - Class A Common Stock",Healthcare,Health Information Services
NASDAQ,MMMB,"MamaMancini's Holdings, Inc. - Common Stock",,
NASDAQ,SDC,"SmileDirectClub, Inc. - Common Stock",Healthcare,Medical Instruments & Supplies
NASDAQ,SNES,"SenesTech, Inc. - Common Stock",Basic Materials,Specialty Chemicals
NYSE,WLK,Westlake Corporation Common Stock,Basic Materials,Specialty Chemicals
